   # 1:time (constant)	2:frequency	3:filter1 (low)	4:filter2	5:filter3   6:filter4	7:filter5	8:filter6	9:filter7	10:filter8	11:filter9  12:filter10 (middle)	13:filter11	14:filter12	15:filter13	16:filter14 (high)
   5.0000000e-01   7.3100000e+02   2.4974539e-09   8.6811765e-09   3.4840437e-08   1.6617409e-07   9.8119121e-07   7.6517134e-06   8.7972504e-05   1.8052233e-03   8.5982519e-02   4.2170284e+00   1.4225059e+00   4.9680086e-02   3.8669759e-03   6.0898843e-04
   5.0000000e-01   7.3200000e+02   2.4668994e-09   8.5668065e-09   3.4337696e-08   1.6350313e-07   9.6328414e-07   7.4891345e-06   8.5719488e-05   1.7470041e-03   8.2490749e-02   4.1249876e+00   1.4690717e+00   5.1142747e-02   3.9482008e-03   6.1840313e-04
   5.0000000e-01   7.3300000e+02   2.4367681e-09   8.4541444e-09   3.3843171e-08   1.6088067e-07   9.4574498e-07   7.3304282e-06   8.3530806e-05   1.6908556e-03   7.9148924e-02   4.0326418e+00   1.5168932e+00   5.2651592e-02   4.0313074e-03   6.2797961e-04
   5.0000000e-01   7.3400000e+02   2.4070536e-09   8.3431616e-09   3.3356711e-08   1.5830573e-07   9.2856534e-07   7.1754926e-06   8.1404436e-05   1.6366978e-03   7.5950385e-02   3.9401435e+00   1.5659842e+00   5.4208151e-02   4.1163432e-03   6.3772094e-04
   5.0000000e-01   7.3500000e+02   2.3777493e-09   8.2338303e-09   3.2878171e-08   1.5577734e-07   9.1173703e-07   7.0242286e-06   7.9338426e-05   1.5844539e-03   7.2888776e-02   3.8476394e+00   1.6163571e+00   5.5814007e-02   4.2033569e-03   6.4763022e-04
   5.0000000e-01   7.3600000e+02   2.3488489e-09   8.1261230e-09   3.2407405e-08   1.5329458e-07   8.9525209e-07   6.8765398e-06   7.7330890e-05   1.5340502e-03   6.9958021e-02   3.7552706e+00   1.6680226e+00   5.7470796e-02   4.2923984e-03   6.5771063e-04
   5.0000000e-01   7.3700000e+02   2.3203463e-09   8.0200126e-09   3.1944274e-08   1.5085653e-07   8.7910272e-07   6.7323330e-06   7.5380006e-05   1.4854160e-03   6.7152318e-02   3.6631718e+00   1.7209899e+00   5.9180212e-02   4.3835193e-03   6.6796543e-04
   5.0000000e-01   7.3800000e+02   2.2922354e-09   7.9154728e-09   3.1488639e-08   1.4846228e-07   8.6328136e-07   6.5915172e-06   7.3484015e-05   1.4384838e-03   6.4466124e-02   3.5714714e+00   1.7752667e+00   6.0944002e-02   4.4767722e-03   6.7839792e-04
   5.0000000e-01   7.3900000e+02   2.2645100e-09   7.8124775e-09   3.1040365e-08   1.4611097e-07   8.4778061e-07   6.4540042e-06   7.1641216e-05   1.3931887e-03   6.1894146e-02   3.4802915e+00   1.8308586e+00   6.2763976e-02   4.5722115e-03   6.8901147e-04
   5.0000000e-01   7.4000000e+02   2.2371643e-09   7.7110013e-09   3.0599319e-08   1.4380173e-07   8.3259325e-07   6.3197084e-06   6.9849967e-05   1.3494684e-03   5.9431328e-02   3.3897473e+00   1.8877692e+00   6.4642005e-02   4.6698927e-03   6.9980955e-04
   5.0000000e-01   7.4100000e+02   2.2101926e-09   7.6110192e-09   3.0165370e-08   1.4153373e-07   8.1771226e-07   6.1885465e-06   6.8108679e-05   1.3072633e-03   5.7072840e-02   3.2999475e+00   1.9460000e+00   6.6580020e-02   4.7698732e-03   7.1079567e-04
   5.0000000e-01   7.4200000e+02   2.1835890e-09   7.5125065e-09   2.9738392e-08   1.3930615e-07   8.0313076e-07   6.0604375e-06   6.6415819e-05   1.2665162e-03   5.4814074e-02   3.2109939e+00   2.0055502e+00   6.8580021e-02   4.8722118e-03   7.2197343e-04
   5.0000000e-01   7.4300000e+02   2.1573480e-09   7.4154392e-09   2.9318259e-08   1.3711818e-07   7.8884208e-07   5.9353029e-06   6.4769903e-05   1.2271720e-03   5.2650624e-02   3.1229817e+00   2.0664168e+00   7.0644075e-02   4.9769687e-03   7.3334649e-04
   5.0000000e-01   7.4400000e+02   2.1314640e-09   7.3197934e-09   2.8904850e-08   1.3496905e-07   7.7483968e-07   5.8130663e-06   6.3169499e-05   1.1891783e-03   5.0578287e-02   3.0359991e+00   2.1285941e+00   7.2774316e-02   5.0842063e-03   7.4491860e-04
   5.0000000e-01   7.4500000e+02   2.1059317e-09   7.2255461e-09   2.8498043e-08   1.3285798e-07   7.6111719e-07   5.6936534e-06   6.1613219e-05   1.1524844e-03   4.8593047e-02   2.9501279e+00   2.1920735e+00   7.4972954e-02   5.1939881e-03   7.5669358e-04
   5.0000000e-01   7.4600000e+02   2.0807456e-09   7.1326743e-09   2.8097722e-08   1.3078423e-07   7.4766841e-07   5.5769920e-06   6.0099725e-05   1.1170418e-03   4.6691070e-02   2.8654432e+00   2.2568439e+00   7.7242269e-02   5.3063797e-03   7.6867533e-04
   5.0000000e-01   7.4700000e+02   2.0559006e-09   7.0411555e-09   2.7703770e-08   1.2874705e-07   7.3448726e-07   5.4630120e-06   5.8627720e-05   1.0828041e-03   4.4868695e-02   2.7820135e+00   2.3228910e+00   7.9584623e-02   5.4214486e-03   7.8086785e-04
   5.0000000e-01   7.4800000e+02   2.0313915e-09   6.9509678e-09   2.7316075e-08   1.2674573e-07   7.2156785e-07   5.3516452e-06   5.7195953e-05   1.0497264e-03   4.3122427e-02   2.6999011e+00   2.3901976e+00   8.2002452e-02   5.5392639e-03   7.9327518e-04
   5.0000000e-01   7.4900000e+02   2.0072131e-09   6.8620896e-09   2.6934526e-08   1.2477958e-07   7.0890439e-07   5.2428252e-06   5.5803211e-05   1.0177660e-03   4.1448928e-02   2.6191620e+00   2.4587430e+00   8.4498277e-02   5.6598967e-03   8.0590150e-04
   5.0000000e-01   7.5000000e+02   1.9833606e-09   6.7744995e-09   2.6559013e-08   1.2284789e-07   6.9649125e-07   5.1364877e-06   5.4448323e-05   9.8688157e-04   3.9845011e-02   2.5398463e+00   2.5285032e+00   8.7074703e-02   5.7834202e-03   8.1875102e-04
   5.0000000e-01   7.5100000e+02   1.9598291e-09   6.6881768e-09   2.6189432e-08   1.2095000e-07   6.8432295e-07   5.0325699e-06   5.3130155e-05   9.5703368e-04   3.8307631e-02   2.4619981e+00   2.5994508e+00   8.9734422e-02   5.9099095e-03   8.3182810e-04
   5.0000000e-01   7.5200000e+02   1.9366136e-09   6.6031009e-09   2.5825676e-08   1.1908524e-07   6.7239412e-07   4.9310110e-06   5.1847611e-05   9.2818432e-04   3.6833884e-02   2.3856558e+00   2.6715546e+00   9.2480215e-02   6.0394418e-03   8.4513714e-04
   5.0000000e-01   7.5300000e+02   1.9137095e-09   6.5192517e-09   2.5467643e-08   1.1725299e-07   6.6069953e-07   4.8317516e-06   5.0599631e-05   9.0029703e-04   3.5420995e-02   2.3108527e+00   2.7447798e+00   9.5314958e-02   6.1720965e-03   8.5868266e-04
   5.0000000e-01   7.5400000e+02   1.8911121e-09   6.4366095e-09   2.5115234e-08   1.1545259e-07   6.4923407e-07   4.7347342e-06   4.9385187e-05   8.7333677e-04   3.4066312e-02   2.2376166e+00   2.8190875e+00   9.8241619e-02   6.3079552e-03   8.7246926e-04
   5.0000000e-01   7.5500000e+02   1.8688168e-09   6.3551548e-09   2.4768348e-08   1.1368344e-07   6.3799275e-07   4.6399027e-06   4.8203288e-05   8.4726989e-04   3.2767307e-02   2.1659704e+00   2.8944349e+00   1.0126327e-01   6.4471018e-03   8.8650165e-04
   5.0000000e-01   7.5600000e+02   1.8468190e-09   6.2748685e-09   2.4426891e-08   1.1194494e-07   6.2697070e-07   4.5472025e-06   4.7052971e-05   8.2206406e-04   3.1521562e-02   2.0959324e+00   2.9707754e+00   1.0438307e-01   6.5896225e-03   9.0078465e-04
   5.0000000e-01   7.5700000e+02   1.8251145e-09   6.1957320e-09   2.4090766e-08   1.1023648e-07   6.1616319e-07   4.4565807e-06   4.5933308e-05   7.9768820e-04   3.0326770e-02   2.0275161e+00   3.0480578e+00   1.0760432e-01   6.7356059e-03   9.1532314e-04
   5.0000000e-01   7.5800000e+02   1.8036987e-09   6.1177268e-09   2.3759881e-08   1.0855750e-07   6.0556557e-07   4.3679857e-06   4.4843397e-05   7.7411247e-04   2.9180728e-02   1.9607311e+00   3.1262269e+00   1.1093037e-01   6.8851433e-03   9.3012215e-04
   5.0000000e-01   7.5900000e+02   1.7825674e-09   6.0408349e-09   2.3434145e-08   1.0690742e-07   5.9517330e-07   4.2813672e-06   4.3782367e-05   7.5130817e-04   2.8081329e-02   1.8955827e+00   3.2052233e+00   1.1436474e-01   7.0383284e-03   9.4518679e-04
   5.0000000e-01   7.6000000e+02   1.7617164e-09   5.9650384e-09   2.3113467e-08   1.0528570e-07   5.8498199e-07   4.1966766e-06   4.2749376e-05   7.2924771e-04   2.7026565e-02   1.8320726e+00   3.2849831e+00   1.1791103e-01   7.1952574e-03   9.6052230e-04
   5.0000000e-01   7.6100000e+02   1.7411416e-09   5.8903201e-09   2.2797762e-08   1.0369179e-07   5.7498730e-07   4.1138662e-06   4.1743605e-05   7.0790457e-04   2.6014514e-02   1.7701990e+00   3.3654381e+00   1.2157297e-01   7.3560294e-03   9.7613400e-04
   5.0000000e-01   7.6200000e+02   1.7208387e-09   5.8166626e-09   2.2486942e-08   1.0212515e-07   5.6518502e-07   4.0328899e-06   4.0764265e-05   6.8725326e-04   2.5043344e-02   1.7099568e+00   3.4465155e+00   1.2535440e-01   7.5207464e-03   9.9202735e-04
   5.0000000e-01   7.6300000e+02   1.7008039e-09   5.7440493e-09   2.2180923e-08   1.0058528e-07   5.5557105e-07   3.9537027e-06   3.9810590e-05   6.6726927e-04   2.4111301e-02   1.6513376e+00   3.5281385e+00   1.2925931e-01   7.6895130e-03   1.0082079e-03
   5.0000000e-01   7.6400000e+02   1.6810332e-09   5.6724635e-09   2.1879622e-08   9.9071648e-08   5.4614136e-07   3.8762608e-06   3.8881839e-05   6.4792902e-04   2.3216713e-02   1.5943304e+00   3.6102257e+00   1.3329179e-01   7.8624371e-03   1.0246814e-03
   5.0000000e-01   7.6500000e+02   1.6615227e-09   5.6018890e-09   2.1582959e-08   9.7583771e-08   5.3689202e-07   3.8005216e-06   3.7977292e-05   6.2920983e-04   2.2357980e-02   1.5389218e+00   3.6926912e+00   1.3745608e-01   8.0396293e-03   1.0414536e-03
   5.0000000e-01   7.6600000e+02   1.6422685e-09   5.5323099e-09   2.1290853e-08   9.6121157e-08   5.2781921e-07   3.7264438e-06   3.7096255e-05   6.1108990e-04   2.1533576e-02   1.4850955e+00   3.7754453e+00   1.4175656e-01   8.2212037e-03   1.0585305e-03
   5.0000000e-01   7.6700000e+02   1.6232670e-09   5.4637104e-09   2.1003226e-08   9.4683327e-08   5.1891919e-07   3.6539869e-06   3.6238055e-05   5.9354824e-04   2.0742041e-02   1.4328335e+00   3.8583936e+00   1.4619773e-01   8.4072774e-03   1.0759181e-03
   5.0000000e-01   7.6800000e+02   1.6045143e-09   5.3960751e-09   2.0720001e-08   9.3269815e-08   5.1018829e-07   3.5831116e-06   3.5402037e-05   5.7656467e-04   1.9981980e-02   1.3821155e+00   3.9414379e+00   1.5078425e-01   8.5979709e-03   1.0936226e-03
   5.0000000e-01   7.6900000e+02   1.5860069e-09   5.3293890e-09   2.0441105e-08   9.1880162e-08   5.0162296e-07   3.5137798e-06   3.4587571e-05   5.6011975e-04   1.9252061e-02   1.3329196e+00   4.0244760e+00   1.5552093e-01   8.7934083e-03   1.1116503e-03
   5.0000000e-01   7.7000000e+02   1.5677411e-09   5.2636370e-09   2.0166461e-08   9.0513919e-08   4.9321969e-07   3.4459542e-06   3.3794044e-05   5.4419481e-04   1.8551011e-02   1.2852223e+00   4.1074017e+00   1.6041272e-01   8.9937170e-03   1.1300078e-03
   5.0000000e-01   7.7100000e+02   1.5497135e-09   5.1988047e-09   1.9895999e-08   8.9170648e-08   4.8497509e-07   3.3795986e-06   3.3020861e-05   5.2877185e-04   1.7877612e-02   1.2389986e+00   4.1901054e+00   1.6546473e-01   9.1990282e-03   1.1487015e-03
   5.0000000e-01   7.7200000e+02   1.5319206e-09   5.1348775e-09   1.9629646e-08   8.7849916e-08   4.7688582e-07   3.3146776e-06   3.2267447e-05   5.1383355e-04   1.7230703e-02   1.1942223e+00   4.2724738e+00   1.7068225e-01   9.4094768e-03   1.1677384e-03
   5.0000000e-01   7.7300000e+02   1.5143590e-09   5.0718414e-09   1.9367334e-08   8.6551304e-08   4.6894864e-07   3.2511570e-06   3.1533246e-05   4.9936324e-04   1.6609171e-02   1.1508661e+00   4.3543905e+00   1.7607070e-01   9.6252017e-03   1.1871252e-03
   5.0000000e-01   7.7400000e+02   1.4970253e-09   5.0096826e-09   1.9108994e-08   8.5274399e-08   4.6116036e-07   3.1890033e-06   3.0817717e-05   4.8534488e-04   1.6011953e-02   1.1089018e+00   4.4357361e+00   1.8163571e-01   9.8463456e-03   1.2068690e-03
   5.0000000e-01   7.7500000e+02   1.4799162e-09   4.9483873e-09   1.8854559e-08   8.4018796e-08   4.5351788e-07   3.1281840e-06   3.0120335e-05   4.7176301e-04   1.5438034e-02   1.0683004e+00   4.5163884e+00   1.8738303e-01   1.0073056e-02   1.2269770e-03
   5.0000000e-01   7.7600000e+02   1.4630284e-09   4.8879421e-09   1.8603962e-08   8.2784099e-08   4.4601818e-07   3.0686671e-06   2.9440594e-05   4.5860275e-04   1.4886443e-02   1.0290321e+00   4.5962227e+00   1.9331865e-01   1.0305483e-02   1.2474565e-03
   5.0000000e-01   7.7700000e+02   1.4463588e-09   4.8283339e-09   1.8357140e-08   8.1569921e-08   4.3865829e-07   3.0104220e-06   2.8778000e-05   4.4584978e-04   1.4356251e-02   9.9106684e-01   4.6751122e+00   1.9944869e-01   1.0543782e-02   1.2683152e-03
   5.0000000e-01   7.7800000e+02   1.4299042e-09   4.7695498e-09   1.8114028e-08   8.0375881e-08   4.3143530e-07   2.9534185e-06   2.8132078e-05   4.3349028e-04   1.3846571e-02   9.5437390e-01   4.7529284e+00   2.0577948e-01   1.0788115e-02   1.2895606e-03
   5.0000000e-01   7.7900000e+02   1.4136616e-09   4.7115769e-09   1.7874564e-08   7.9201607e-08   4.2434640e-07   2.8976272e-06   2.7502363e-05   4.2151097e-04   1.3356553e-02   9.1892236e-01   4.8295412e+00   2.1231754e-01   1.1038645e-02   1.3112006e-03
   5.0000000e-01   7.8000000e+02   1.3976278e-09   4.6544029e-09   1.7638688e-08   7.8046736e-08   4.1738881e-07   2.8430197e-06   2.6888408e-05   4.0989903e-04   1.2885386e-02   8.8468111e-01   4.9048194e+00   2.1906958e-01   1.1295541e-02   1.3332433e-03
   5.0000000e-01   7.8100000e+02   1.3817998e-09   4.5980153e-09   1.7406339e-08   7.6910908e-08   4.1055983e-07   2.7895681e-06   2.6289777e-05   3.9864212e-04   1.2432292e-02   8.5161889e-01   4.9786313e+00   2.2604252e-01   1.1558979e-02   1.3556968e-03
   5.0000000e-01   7.8200000e+02   1.3661748e-09   4.5424020e-09   1.7177459e-08   7.5793776e-08   4.0385682e-07   2.7372452e-06   2.5706048e-05   3.8772835e-04   1.1996530e-02   8.1970444e-01   5.0508448e+00   2.3324347e-01   1.1829138e-02   1.3785696e-03
   5.0000000e-01   7.8300000e+02   1.3507498e-09   4.4875513e-09   1.6951989e-08   7.4694995e-08   3.9727720e-07   2.6860247e-06   2.5136811e-05   3.7714627e-04   1.1577389e-02   7.8890656e-01   5.1213278e+00   2.4067975e-01   1.2106201e-02   1.4018701e-03
   5.0000000e-01   7.8400000e+02   1.3355219e-09   4.4334515e-09   1.6729873e-08   7.3614230e-08   3.9081845e-07   2.6358809e-06   2.4581671e-05   3.6688481e-04   1.1174189e-02   7.5919417e-01   5.1899491e+00   2.4835891e-01   1.2390361e-02   1.4256072e-03
   5.0000000e-01   7.8500000e+02   1.3204884e-09   4.3800909e-09   1.6511055e-08   7.2551151e-08   3.8447809e-07   2.5867886e-06   2.4040241e-05   3.5693335e-04   1.0786280e-02   7.3053640e-01   5.2565783e+00   2.5628869e-01   1.2681811e-02   1.4497897e-03
   5.0000000e-01   7.8600000e+02   1.3056465e-09   4.3274584e-09   1.6295480e-08   7.1505437e-08   3.7825371e-07   2.5387235e-06   2.3512148e-05   3.4728161e-04   1.0413040e-02   7.0290262e-01   5.3210866e+00   2.6447707e-01   1.2980753e-02   1.4744269e-03
   5.0000000e-01   7.8700000e+02   1.2909933e-09   4.2755428e-09   1.6083095e-08   7.0476770e-08   3.7214296e-07   2.4916618e-06   2.2997029e-05   3.3791970e-04   1.0053872e-02   6.7626254e-01   5.3833470e+00   2.7293226e-01   1.3287395e-02   1.4995281e-03
   5.0000000e-01   7.8800000e+02   1.2765264e-09   4.2243333e-09   1.5873847e-08   6.9464842e-08   3.6614353e-07   2.4455801e-06   2.2494533e-05   3.2883809e-04   9.7082085e-03   6.5058621e-01   5.4432353e+00   2.8166267e-01   1.3601950e-02   1.5251029e-03
   5.0000000e-01   7.8900000e+02   1.2622429e-09   4.1738190e-09   1.5667684e-08   6.8469348e-08   3.6025317e-07   2.4004560e-06   2.2004318e-05   3.2002756e-04   9.3755028e-03   6.2584410e-01   5.5006298e+00   2.9067698e-01   1.3924637e-02   1.5511610e-03
   5.0000000e-01   7.9000000e+02   1.2481404e-09   4.1239895e-09   1.5464556e-08   6.7489992e-08   3.5446967e-07   2.3562673e-06   2.1526052e-05   3.1147925e-04   9.0552331e-03   6.0200711e-01   5.5554124e+00   2.9998407e-01   1.4255683e-02   1.5777124e-03
   5.0000000e-01   7.9100000e+02   1.2342162e-09   4.0748344e-09   1.5264413e-08   6.6526481e-08   3.4879088e-07   2.3129927e-06   2.1059415e-05   3.0318460e-04   8.7468999e-03   5.7904664e-01   5.6074688e+00   3.0959310e-01   1.4595320e-02   1.6047674e-03
   5.0000000e-01   7.9200000e+02   1.2204679e-09   4.0263434e-09   1.5067205e-08   6.5578530e-08   3.4321469e-07   2.2706110e-06   2.0604094e-05   2.9513536e-04   8.4500246e-03   5.5693457e-01   5.6566891e+00   3.1951345e-01   1.4943787e-02   1.6323363e-03
   5.0000000e-01   7.9300000e+02   1.2068929e-09   3.9785066e-09   1.4872884e-08   6.4645859e-08   3.3773904e-07   2.2291019e-06   2.0159786e-05   2.8732357e-04   8.1641492e-03   5.3564335e-01   5.7029680e+00   3.2975474e-01   1.5301331e-02   1.6604299e-03
   5.0000000e-01   7.9400000e+02   1.1934888e-09   3.9313141e-09   1.4681404e-08   6.3728194e-08   3.3236192e-07   2.1884456e-06   1.9726198e-05   2.7974153e-04   7.8888352e-03   5.1514597e-01   5.7462054e+00   3.4032687e-01   1.5668207e-02   1.6890591e-03
   5.0000000e-01   7.9500000e+02   1.1802533e-09   3.8847561e-09   1.4492718e-08   6.2825265e-08   3.2708135e-07   2.1486225e-06   1.9303043e-05   2.7238185e-04   7.6236625e-03   4.9541598e-01   5.7863070e+00   3.5123995e-01   1.6044675e-02   1.7182350e-03
   5.0000000e-01   7.9600000e+02   1.1671839e-09   3.8388232e-09   1.4306780e-08   6.1936808e-08   3.2189541e-07   2.1096138e-06   1.8890044e-05   2.6523736e-04   7.3682289e-03   4.7642754e-01   5.8231845e+00   3.6250440e-01   1.6431005e-02   1.7479691e-03
   5.0000000e-01   7.9700000e+02   1.1542783e-09   3.7935059e-09   1.4123546e-08   6.1062565e-08   3.1680221e-07   2.0714010e-06   1.8486933e-05   2.5830117e-04   7.1221491e-03   4.5815541e-01   5.8567558e+00   3.7413085e-01   1.6827473e-02   1.7782730e-03
   5.0000000e-01   7.9800000e+02   1.1415342e-09   3.7487951e-09   1.3942972e-08   6.0202283e-08   3.1179991e-07   2.0339661e-06   1.8093447e-05   2.5156660e-04   6.8850539e-03   4.4057496e-01   5.8869457e+00   3.8613021e-01   1.7234366e-02   1.8091587e-03
   5.0000000e-01   7.9900000e+02   1.1289494e-09   3.7046817e-09   1.3765014e-08   5.9355712e-08   3.0688670e-07   1.9972915e-06   1.7709334e-05   2.4502724e-04   6.6565899e-03   4.2366218e-01   5.9136862e+00   3.9851366e-01   1.7651976e-02   1.8406383e-03
   5.0000000e-01   8.0000000e+02   1.1165217e-09   3.6611567e-09   1.3589631e-08   5.8522611e-08   3.0206082e-07   1.9613602e-06   1.7334346e-05   2.3867686e-04   6.4364182e-03   4.0739368e-01   5.9369166e+00   4.1129262e-01   1.8080606e-02   1.8727244e-03
   5.0000000e-01   8.0100000e+02   1.1042488e-09   3.6182113e-09   1.3416781e-08   5.7702738e-08   2.9732055e-07   1.9261554e-06   1.6968245e-05   2.3250949e-04   6.2242143e-03   3.9174670e-01   5.9565838e+00   4.2447880e-01   1.8520569e-02   1.9054297e-03
   5.0000000e-01   8.0200000e+02   1.0921286e-09   3.5758371e-09   1.3246422e-08   5.6895861e-08   2.9266420e-07   1.8916608e-06   1.6610797e-05   2.2651932e-04   6.0196670e-03   3.7669910e-01   5.9726429e+00   4.3808416e-01   1.8972184e-02   1.9387674e-03
   5.0000000e-01   8.0300000e+02   1.0801589e-09   3.5340254e-09   1.3078515e-08   5.6101750e-08   2.8809011e-07   1.8578607e-06   1.6261777e-05   2.2070077e-04   5.8224783e-03   3.6222936e-01   5.9850569e+00   4.5212092e-01   1.9435782e-02   1.9727506e-03
   5.0000000e-01   8.0400000e+02   1.0683378e-09   3.4927679e-09   1.2913021e-08   5.5320179e-08   2.8359667e-07   1.8247394e-06   1.5920965e-05   2.1504844e-04   5.6323623e-03   3.4831660e-01   5.9937972e+00   4.6660157e-01   1.9911703e-02   2.0073932e-03
   5.0000000e-01   8.0500000e+02   1.0566631e-09   3.4520564e-09   1.2749900e-08   5.4550928e-08   2.7918230e-07   1.7922819e-06   1.5588148e-05   2.0955713e-04   5.4490452e-03   3.3494053e-01   5.9988435e+00   4.8153885e-01   2.0400299e-02   2.0427090e-03
   5.0000000e-01   8.0600000e+02   1.0451328e-09   3.4118828e-09   1.2589115e-08   5.3793780e-08   2.7484544e-07   1.7604734e-06   1.5263119e-05   2.0422178e-04   5.2722643e-03   3.2208150e-01   6.0001841e+00   4.9694578e-01   2.0901928e-02   2.0787124e-03
   5.0000000e-01   8.0700000e+02   1.0337449e-09   3.3722392e-09   1.2430628e-08   5.3048523e-08   2.7058460e-07   1.7292995e-06   1.4945677e-05   1.9903755e-04   5.1017679e-03   3.0972044e-01   5.9978160e+00   5.1283563e-01   2.1416965e-02   2.1154180e-03
   5.0000000e-01   8.0800000e+02   1.0224975e-09   3.3331178e-09   1.2274403e-08   5.2314949e-08   2.6639828e-07   1.6987462e-06   1.4635626e-05   1.9399973e-04   4.9373145e-03   2.9783888e-01   5.9917446e+00   5.2922191e-01   2.1945790e-02   2.1528408e-03
   5.0000000e-01   8.0900000e+02   1.0113886e-09   3.2945109e-09   1.2120403e-08   5.1592854e-08   2.6228504e-07   1.6687998e-06   1.4332776e-05   1.8910377e-04   4.7786727e-03   2.8641895e-01   5.9819840e+00   5.4611839e-01   2.2488799e-02   2.1909959e-03
   5.0000000e-01   8.1000000e+02   1.0004162e-09   3.2564109e-09   1.1968593e-08   5.0882037e-08   2.5824346e-07   1.6394469e-06   1.4036942e-05   1.8434530e-04   4.6256203e-03   2.7544335e-01   5.9685568e+00   5.6353909e-01   2.3046398e-02   2.2298992e-03
   5.0000000e-01   8.1100000e+02   9.8957865e-10   3.2188103e-09   1.1818939e-08   5.0182302e-08   2.5427214e-07   1.6106745e-06   1.3747944e-05   1.7972007e-04   4.4779444e-03   2.6489533e-01   5.9514939e+00   5.8149827e-01   2.3619005e-02   2.2695666e-03
   5.0000000e-01   8.1200000e+02   9.7887394e-10   3.1817020e-09   1.1671406e-08   4.9493457e-08   2.5036974e-07   1.5824699e-06   1.3465609e-05   1.7522398e-04   4.3354406e-03   2.5475872e-01   5.9308345e+00   6.0001040e-01   2.4207051e-02   2.3100145e-03
   5.0000000e-01   8.1300000e+02   9.6830031e-10   3.1450786e-09   1.1525960e-08   4.8815311e-08   2.4653492e-07   1.5548206e-06   1.3189766e-05   1.7085307e-04   4.1979130e-03   2.4501788e-01   5.9066259e+00   6.1909019e-01   2.4810980e-02   2.3512596e-03
   5.0000000e-01   8.1400000e+02   9.5785594e-10   3.1089330e-09   1.1382569e-08   4.8147681e-08   2.4276638e-07   1.5277146e-06   1.2920250e-05   1.6660352e-04   4.0651735e-03   2.3565771e-01   5.8789232e+00   6.3875258e-01   2.5431250e-02   2.3933192e-03
   5.0000000e-01   8.1500000e+02   9.4753908e-10   3.0732584e-09   1.1241200e-08   4.7490384e-08   2.3906284e-07   1.5011399e-06   1.2656901e-05   1.6247162e-04   3.9370415e-03   2.2666362e-01   5.8477893e+00   6.5901270e-01   2.6068331e-02   2.4362107e-03
   5.0000000e-01   8.1600000e+02   9.3734799e-10   3.0380478e-09   1.1101821e-08   4.6843243e-08   2.3542306e-07   1.4750850e-06   1.2399564e-05   1.5845379e-04   3.8133441e-03   2.1802153e-01   5.8132942e+00   6.7988587e-01   2.6722709e-02   2.4799521e-03
   5.0000000e-01   8.1700000e+02   9.2728095e-10   3.0032946e-09   1.0964402e-08   4.6206081e-08   2.3184582e-07   1.4495387e-06   1.2148086e-05   1.5454657e-04   3.6939148e-03   2.0971787e-01   5.7755150e+00   7.0138760e-01   2.7394884e-02   2.5245618e-03
   5.0000000e-01   8.1800000e+02   9.1733629e-10   2.9689920e-09   1.0828910e-08   4.5578727e-08   2.2832993e-07   1.4244899e-06   1.1902320e-05   1.5074662e-04   3.5785941e-03   2.0173953e-01   5.7345354e+00   7.2353356e-01   2.8085371e-02   2.5700586e-03
   5.0000000e-01   8.1900000e+02   9.0751234e-10   2.9351335e-09   1.0695317e-08   4.4961014e-08   2.2487420e-07   1.3999279e-06   1.1662123e-05   1.4705070e-04   3.4672290e-03   1.9407388e-01   5.6904457e+00   7.4633960e-01   2.8794701e-02   2.6164618e-03
   5.0000000e-01   8.2000000e+02   8.9780745e-10   2.9017127e-09   1.0563592e-08   4.4352775e-08   2.2147751e-07   1.3758423e-06   1.1427355e-05   1.4345568e-04   3.3596723e-03   1.8670874e-01   5.6433417e+00   7.6982167e-01   2.9523420e-02   2.6637910e-03
   5.0000000e-01   8.2100000e+02   8.8822003e-10   2.8687233e-09   1.0433706e-08   4.3753849e-08   2.1813872e-07   1.3522227e-06   1.1197881e-05   1.3995853e-04   3.2557829e-03   1.7963239e-01   5.5933250e+00   7.9399588e-01   3.0272092e-02   2.7120663e-03
   5.0000000e-01   8.2200000e+02   8.7874849e-10   2.8361591e-09   1.0305630e-08   4.3164077e-08   2.1485673e-07   1.3290591e-06   1.0973568e-05   1.3655633e-04   3.1554251e-03   1.7283352e-01   5.5405022e+00   8.1887840e-01   3.1041297e-02   2.7613085e-03
   5.0000000e-01   8.2300000e+02   8.6939125e-10   2.8040139e-09   1.0179337e-08   4.2583303e-08   2.1163048e-07   1.3063419e-06   1.0754289e-05   1.3324623e-04   3.0584688e-03   1.6630124e-01   5.4849845e+00   8.4448551e-01   3.1831632e-02   2.8115386e-03
   5.0000000e-01   8.2400000e+02   8.6014678e-10   2.7722817e-09   1.0054798e-08   4.2011374e-08   2.0845891e-07   1.2840614e-06   1.0539919e-05   1.3002551e-04   2.9647889e-03   1.6002508e-01   5.4268874e+00   8.7083353e-01   3.2643715e-02   2.8627782e-03
   5.0000000e-01   8.2500000e+02   8.5101357e-10   2.7409566e-09   9.9319866e-09   4.1448139e-08   2.0534099e-07   1.2622083e-06   1.0330335e-05   1.2689149e-04   2.8742652e-03   1.5399495e-01   5.3663298e+00   8.9793881e-01   3.3478180e-02   2.9150495e-03
