   # 1:time (constant)	2:frequency	3:filter1 (low)	4:filter2	5:filter3   6:filter4	7:filter5	8:filter6	9:filter7	10:filter8	11:filter9  12:filter10 (middle)	13:filter11	14:filter12	15:filter13	16:filter14 (high)
   5.0000000e-01   3.3200000e+02   7.7803554e-06   8.4512520e-05   1.6813796e-03   7.8312105e-02   4.0096871e+00   1.5288149e+00   5.2971450e-02   4.0419622e-03   6.2845679e-04   1.5524068e-04   5.2235355e-05   2.1812658e-05   1.0647850e-05   5.8319981e-06
   5.0000000e-01   3.3300000e+02   7.5054451e-06   8.0886350e-05   1.5903936e-03   7.2970420e-02   3.8509717e+00   1.6143674e+00   5.5691131e-02   4.1896390e-03   6.4529616e-04   1.5841848e-04   5.3078768e-05   2.2097331e-05   1.0762403e-05   5.8846192e-06
   5.0000000e-01   3.3400000e+02   7.2414502e-06   7.7433698e-05   1.5048315e-03   6.8014405e-02   3.6926383e+00   1.7037227e+00   5.8560506e-02   4.3432723e-03   6.6263785e-04   1.6166900e-04   5.3937455e-05   2.2386185e-05   1.0878349e-05   5.9377788e-06
   5.0000000e-01   3.3500000e+02   6.9878906e-06   7.4145431e-05   1.4243419e-03   6.3415191e-02   3.5353569e+00   1.7969246e+00   6.1588210e-02   4.5031236e-03   6.8049835e-04   1.6499408e-04   5.4811722e-05   2.2679289e-05   1.0995706e-05   5.9914828e-06
   5.0000000e-01   3.3600000e+02   6.7443096e-06   7.1012938e-05   1.3485976e-03   5.9146096e-02   3.3797417e+00   1.8940012e+00   6.4783387e-02   4.6694667e-03   6.9889469e-04   1.6839560e-04   5.5701881e-05   2.2976712e-05   1.1114492e-05   6.0457374e-06
   5.0000000e-01   3.3700000e+02   6.5102721e-06   6.8028099e-05   1.2772945e-03   5.5182462e-02   3.2263496e+00   1.9949627e+00   6.8155719e-02   4.8425886e-03   7.1784454e-04   1.7187549e-04   5.6608250e-05   2.3278522e-05   1.1234728e-05   6.1005485e-06
   5.0000000e-01   3.3800000e+02   6.2853639e-06   6.5183256e-05   1.2101493e-03   5.1501506e-02   3.0756786e+00   2.0997996e+00   7.1715454e-02   5.0227896e-03   7.3736619e-04   1.7543576e-04   5.7531155e-05   2.3584793e-05   1.1356432e-05   6.1559225e-06
   5.0000000e-01   3.3900000e+02   6.0691905e-06   6.2471181e-05   1.1468979e-03   4.8082178e-02   2.9281688e+00   2.2084803e+00   7.5473445e-02   5.2103846e-03   7.5747861e-04   1.7907844e-04   5.8470929e-05   2.3895596e-05   1.1479624e-05   6.2118657e-06
   5.0000000e-01   3.4000000e+02   5.8613761e-06   5.9885055e-05   1.0872947e-03   4.4905030e-02   2.7842025e+00   2.3209495e+00   7.9441177e-02   5.4057034e-03   7.7820141e-04   1.8280563e-04   5.9427912e-05   2.4211005e-05   1.1604324e-05   6.2683844e-06
   5.0000000e-01   3.4100000e+02   5.6615624e-06   5.7418438e-05   1.0311105e-03   4.1952096e-02   2.6441065e+00   2.4371257e+00   8.3630806e-02   5.6090915e-03   7.9955496e-04   1.8661951e-04   6.0402452e-05   2.4531096e-05   1.1730553e-05   6.3254850e-06
   5.0000000e-01   3.4200000e+02   5.4694083e-06   5.5065250e-05   9.7813168e-04   3.9206779e-02   2.5081535e+00   2.5568991e+00   8.8055196e-02   5.8209112e-03   8.2156032e-04   1.9052229e-04   6.1394905e-05   2.4855945e-05   1.1858330e-05   6.3831741e-06
   5.0000000e-01   3.4300000e+02   5.2845882e-06   5.2819748e-05   9.2815898e-04   3.6653746e-02   2.3765655e+00   2.6801299e+00   9.2727961e-02   6.0415421e-03   8.4423935e-04   1.9451625e-04   6.2405633e-05   2.5185630e-05   1.1987677e-05   6.4414583e-06
   5.0000000e-01   3.4400000e+02   5.1067920e-06   5.0676504e-05   8.8100653e-04   3.4278831e-02   2.2495161e+00   2.8066465e+00   9.7663500e-02   6.2713822e-03   8.6761468e-04   1.9860375e-04   6.3435008e-05   2.5520230e-05   1.2118615e-05   6.5003442e-06
   5.0000000e-01   3.4500000e+02   4.9357238e-06   4.8630389e-05   8.3650084e-04   3.2068948e-02   2.1271342e+00   2.9362434e+00   1.0287705e-01   6.5108486e-03   8.9170980e-04   2.0278719e-04   6.4483410e-05   2.5859827e-05   1.2251166e-05   6.5598388e-06
   5.0000000e-01   3.4600000e+02   4.7711014e-06   4.6676556e-05   7.9447990e-04   3.0012004e-02   2.0095075e+00   3.0686800e+00   1.0838471e-01   6.7603789e-03   9.1654901e-04   2.0706907e-04   6.5551226e-05   2.6204503e-05   1.2385350e-05   6.6199487e-06
   5.0000000e-01   3.4700000e+02   4.6126556e-06   4.4810418e-05   7.5479243e-04   2.8096824e-02   1.8966857e+00   3.2036796e+00   1.1420352e-01   7.0204317e-03   9.4215755e-04   2.1145193e-04   6.6638854e-05   2.6554341e-05   1.2521192e-05   6.6806810e-06
   5.0000000e-01   3.4800000e+02   4.4601295e-06   4.3027640e-05   7.1729706e-04   2.6313084e-02   1.7886844e+00   3.3409279e+00   1.2035148e-01   7.2914883e-03   9.6856156e-04   2.1593839e-04   6.7746699e-05   2.6909426e-05   1.2658712e-05   6.7420426e-06
   5.0000000e-01   3.4900000e+02   4.3132777e-06   4.1324118e-05   6.8186170e-04   2.4651237e-02   1.6854888e+00   3.4800729e+00   1.2684762e-01   7.5740534e-03   9.9578817e-04   2.2053116e-04   6.8875176e-05   2.7269846e-05   1.2797933e-05   6.8040407e-06
   5.0000000e-01   3.5000000e+02   4.1718664e-06   3.9695969e-05   6.4836281e-04   2.3102463e-02   1.5870567e+00   3.6207247e+00   1.3371205e-01   7.8686564e-03   1.0238655e-03   2.2523301e-04   7.0024709e-05   2.7635689e-05   1.2938880e-05   6.8666826e-06
   5.0000000e-01   3.5100000e+02   4.0356720e-06   3.8139518e-05   6.1668488e-04   2.1658603e-02   1.4933225e+00   3.7624557e+00   1.4096598e-01   8.1758528e-03   1.0528226e-03   2.3004679e-04   7.1195730e-05   2.8007044e-05   1.3081575e-05   6.9299754e-06
   5.0000000e-01   3.5200000e+02   3.9044811e-06   3.6651284e-05   5.8671983e-04   2.0312115e-02   1.4042001e+00   3.9048012e+00   1.4863185e-01   8.4962254e-03   1.0826899e-03   2.3497545e-04   7.2388684e-05   2.8384004e-05   1.3226042e-05   6.9939266e-06
   5.0000000e-01   3.5300000e+02   3.7780897e-06   3.5227973e-05   5.5836651e-04   1.9056023e-02   1.3195859e+00   4.0472612e+00   1.5673330e-01   8.8303860e-03   1.1134987e-03   2.4002199e-04   7.3604023e-05   2.8766661e-05   1.3372305e-05   7.0585437e-06
   5.0000000e-01   3.5400000e+02   3.6563033e-06   3.3866460e-05   5.3153022e-04   1.7883876e-02   1.2393618e+00   4.1893019e+00   1.6529531e-01   9.1789767e-03   1.1452815e-03   2.4518954e-04   7.4842212e-05   2.9155111e-05   1.3520389e-05   7.1238341e-06
   5.0000000e-01   3.5500000e+02   3.5389357e-06   3.2563788e-05   5.0612227e-04   1.6789702e-02   1.1633980e+00   4.3303584e+00   1.7434420e-01   9.5426712e-03   1.1780721e-03   2.5048128e-04   7.6103724e-05   2.9549450e-05   1.3670319e-05   7.1898057e-06
   5.0000000e-01   3.5600000e+02   3.4258090e-06   3.1317153e-05   4.8205960e-04   1.5767977e-02   1.0915551e+00   4.4698376e+00   1.8390773e-01   9.9221771e-03   1.2119055e-03   2.5590050e-04   7.7389044e-05   2.9949777e-05   1.3822120e-05   7.2564661e-06
   5.0000000e-01   3.5700000e+02   3.3167532e-06   3.0123896e-05   4.5926434e-04   1.4813587e-02   1.0236864e+00   4.6071223e+00   1.9401513e-01   1.0318237e-02   1.2468182e-03   2.6145059e-04   7.8698667e-05   3.0356191e-05   1.3975818e-05   7.3238232e-06
   5.0000000e-01   3.5800000e+02   3.2116060e-06   2.8981496e-05   4.3766352e-04   1.3921798e-02   9.5964011e-01   4.7415748e+00   2.0469721e-01   1.0731632e-02   1.2828477e-03   2.6713502e-04   8.0033101e-05   3.0768797e-05   1.4131439e-05   7.3918850e-06
   5.0000000e-01   3.5900000e+02   3.1102117e-06   2.7887562e-05   4.1718869e-04   1.3088227e-02   8.9926079e-01   4.8725426e+00   2.1598639e-01   1.1163179e-02   1.3200334e-03   2.7295738e-04   8.1392865e-05   3.1187696e-05   1.4289009e-05   7.4606595e-06
   5.0000000e-01   3.6000000e+02   3.0124219e-06   2.6839827e-05   3.9777567e-04   1.2308812e-02   8.4239122e-01   4.9993631e+00   2.2791676e-01   1.1613741e-02   1.3584158e-03   2.7892136e-04   8.2778488e-05   3.1612995e-05   1.4448555e-05   7.5301549e-06
   5.0000000e-01   3.6100000e+02   2.9180943e-06   2.5836137e-05   3.7936421e-04   1.1579791e-02   7.8887362e-01   5.1213699e+00   2.4052418e-01   1.2084219e-02   1.3980371e-03   2.8503074e-04   8.4190514e-05   3.2044802e-05   1.4610105e-05   7.6003794e-06
   5.0000000e-01   3.6200000e+02   2.8270929e-06   2.4874449e-05   3.6189779e-04   1.0897679e-02   7.3855090e-01   5.2378990e+00   2.5384631e-01   1.2575565e-02   1.4389413e-03   2.9128943e-04   8.5629497e-05   3.2483227e-05   1.4773686e-05   7.6713414e-06
   5.0000000e-01   3.6300000e+02   2.7392875e-06   2.3952824e-05   3.4532332e-04   1.0259242e-02   6.9126764e-01   5.3482953e+00   2.6792269e-01   1.3088774e-02   1.4811736e-03   2.9770146e-04   8.7096006e-05   3.2928382e-05   1.4939326e-05   7.7430495e-06
   5.0000000e-01   3.6400000e+02   2.6545537e-06   2.3069420e-05   3.2959095e-04   9.6614863e-03   6.4687101e-01   5.4519197e+00   2.8279482e-01   1.3624896e-02   1.5247815e-03   3.0427095e-04   8.8590620e-05   3.3380380e-05   1.5107054e-05   7.8155121e-06
   5.0000000e-01   3.6500000e+02   2.5727720e-06   2.2222488e-05   3.1465384e-04   9.1016312e-03   6.0521148e-01   5.5481558e+00   2.9850617e-01   1.4185031e-02   1.5698139e-03   3.1100216e-04   9.0113935e-05   3.3839338e-05   1.5276899e-05   7.8887379e-06
   5.0000000e-01   3.6600000e+02   2.4938284e-06   2.1410365e-05   3.0046798e-04   8.5770992e-03   5.6614338e-01   5.6364171e+00   3.1510229e-01   1.4770337e-02   1.6163219e-03   3.1789949e-04   9.1666559e-05   3.4305374e-05   1.5448889e-05   7.9627358e-06
   5.0000000e-01   3.6700000e+02   2.4176136e-06   2.0631472e-05   2.8699199e-04   8.0854980e-03   5.2952544e-01   5.7161539e+00   3.3263082e-01   1.5382031e-02   1.6643583e-03   3.2496743e-04   9.3249113e-05   3.4778608e-05   1.5623056e-05   8.0375146e-06
   5.0000000e-01   3.6800000e+02   2.3440228e-06   1.9884308e-05   2.7418696e-04   7.6246071e-03   4.9522111e-01   5.7868597e+00   3.5114158e-01   1.6021391e-02   1.7139781e-03   3.3221064e-04   9.4862234e-05   3.5259163e-05   1.5799429e-05   8.1130834e-06
   5.0000000e-01   3.6900000e+02   2.2729557e-06   1.9167445e-05   2.6201631e-04   7.1923649e-03   4.6309886e-01   5.8480779e+00   3.7068656e-01   1.6689762e-02   1.7652385e-03   3.3963391e-04   9.6506574e-05   3.5747164e-05   1.5978039e-05   8.1894514e-06
   5.0000000e-01   3.7000000e+02   2.2043163e-06   1.8479528e-05   2.5044559e-04   6.7868566e-03   4.3303236e-01   5.8994073e+00   3.9132001e-01   1.7388558e-02   1.8181988e-03   3.4724215e-04   9.8182799e-05   3.6242738e-05   1.6158918e-05   8.2666277e-06
   5.0000000e-01   3.7100000e+02   2.1380125e-06   1.7819265e-05   2.3944240e-04   6.4063032e-03   4.0490065e-01   5.9405074e+00   4.1309844e-01   1.8119264e-02   1.8729207e-03   3.5504045e-04   9.9891591e-05   3.6746015e-05   1.6342096e-05   8.3446217e-06
   5.0000000e-01   3.7200000e+02   2.0739560e-06   1.7185428e-05   2.2897624e-04   6.0490519e-03   3.7858815e-01   5.9711029e+00   4.3608062e-01   1.8883445e-02   1.9294683e-03   3.6303403e-04   1.0163365e-04   3.7257128e-05   1.6527607e-05   8.4234430e-06
   5.0000000e-01   3.7300000e+02   2.0120622e-06   1.6576850e-05   2.1901836e-04   5.7135660e-03   3.5398470e-01   5.9909871e+00   4.6032762e-01   1.9682743e-02   1.9879083e-03   3.7122827e-04   1.0340968e-04   3.7776209e-05   1.6715482e-05   8.5031011e-06
   5.0000000e-01   3.7400000e+02   1.9522501e-06   1.5992418e-05   2.0954171e-04   5.3984166e-03   3.3098552e-01   6.0000251e+00   4.8590278e-01   2.0518887e-02   2.0483098e-03   3.7962871e-04   1.0522043e-04   3.8303398e-05   1.6905756e-05   8.5836059e-06
   5.0000000e-01   3.7500000e+02   1.8944420e-06   1.5431073e-05   2.0052079e-04   5.1022750e-03   3.0949114e-01   5.9981554e+00   5.1287170e-01   2.1393697e-02   2.1107450e-03   3.8824106e-04   1.0706664e-04   3.8838832e-05   1.7098462e-05   8.6649670e-06
   5.0000000e-01   3.7600000e+02   1.8385631e-06   1.4891810e-05   1.9193157e-04   4.8239046e-03   2.8940729e-01   5.9853909e+00   5.4130221e-01   2.2309085e-02   2.1752886e-03   3.9707122e-04   1.0894907e-04   3.9382656e-05   1.7293633e-05   8.7471946e-06
   5.0000000e-01   3.7700000e+02   1.7845421e-06   1.4373666e-05   1.8375137e-04   4.5621549e-03   2.7064479e-01   5.9618183e+00   5.7126426e-01   2.3267064e-02   2.2420184e-03   4.0612523e-04   1.1086850e-04   3.9935013e-05   1.7491305e-05   8.8302987e-06
   5.0000000e-01   3.7800000e+02   1.7323104e-06   1.3875730e-05   1.7595885e-04   4.3159545e-03   2.5311937e-01   5.9275973e+00   6.0282993e-01   2.4269751e-02   2.3110155e-03   4.1540935e-04   1.1282575e-04   4.0496052e-05   1.7691514e-05   8.9142895e-06
   5.0000000e-01   3.7900000e+02   1.6818020e-06   1.3397129e-05   1.6853383e-04   4.0843059e-03   2.3675155e-01   5.8829586e+00   6.3607326e-01   2.5319373e-02   2.3823641e-03   4.2493000e-04   1.1482164e-04   4.1065922e-05   1.7894294e-05   8.9991776e-06
   5.0000000e-01   3.8000000e+02   1.6329538e-06   1.2937034e-05   1.6145730e-04   3.8662799e-03   2.2146643e-01   5.8282002e+00   6.7107012e-01   2.6418276e-02   2.4561515e-03   4.3469382e-04   1.1685699e-04   4.1644778e-05   1.8099683e-05   9.0849733e-06
   5.0000000e-01   3.8100000e+02   1.5857053e-06   1.2494654e-05   1.5471131e-04   3.6610106e-03   2.0719351e-01   5.7636841e+00   7.0789812e-01   2.7568927e-02   2.5324690e-03   4.4470764e-04   1.1893269e-04   4.2232776e-05   1.8307717e-05   9.1716873e-06
   5.0000000e-01   3.8200000e+02   1.5399982e-06   1.2069236e-05   1.4827892e-04   3.4676908e-03   1.9386652e-01   5.6898311e+00   7.4663634e-01   2.8773921e-02   2.6114113e-03   4.5497849e-04   1.2104959e-04   4.2830075e-05   1.8518434e-05   9.2593304e-06
   5.0000000e-01   3.8300000e+02   1.4957766e-06   1.1660059e-05   1.4214411e-04   3.2855683e-03   1.8142322e-01   5.6071156e+00   7.8736518e-01   3.0035991e-02   2.6930769e-03   4.6551365e-04   1.2320862e-04   4.3436838e-05   1.8731872e-05   9.3479135e-06
   5.0000000e-01   3.8400000e+02   1.4529869e-06   1.1266440e-05   1.3629178e-04   3.1139410e-03   1.6980519e-01   5.5160596e+00   8.3016604e-01   3.1358013e-02   2.7775685e-03   4.7632058e-04   1.2541069e-04   4.4053229e-05   1.8948069e-05   9.4374476e-06
   5.0000000e-01   3.8500000e+02   1.4115775e-06   1.0887723e-05   1.3070764e-04   2.9521543e-03   1.5895768e-01   5.4172263e+00   8.7512106e-01   3.2743014e-02   2.8649927e-03   4.8740700e-04   1.2765675e-04   4.4679418e-05   1.9167066e-05   9.5279441e-06
   5.0000000e-01   3.8600000e+02   1.3714991e-06   1.0523285e-05   1.2537820e-04   2.7995971e-03   1.4882937e-01   5.3112131e+00   9.2231278e-01   3.4194181e-02   2.9554607e-03   4.9878085e-04   1.2994777e-04   4.5315576e-05   1.9388901e-05   9.6194141e-06
   5.0000000e-01   3.8700000e+02   1.3327040e-06   1.0172530e-05   1.2029069e-04   2.6556991e-03   1.3937222e-01   5.1986451e+00   9.7182374e-01   3.5714867e-02   3.0490881e-03   5.1045034e-04   1.3228474e-04   4.5961878e-05   1.9613616e-05   9.7118693e-06
   5.0000000e-01   3.8800000e+02   1.2951467e-06   9.8348909e-06   1.1543305e-04   2.5199276e-03   1.3054129e-01   5.0801676e+00   1.0237360e+00   3.7308603e-02   3.1459953e-03   5.2242391e-04   1.3466868e-04   4.6618504e-05   1.9841252e-05   9.8053212e-06
   5.0000000e-01   3.8900000e+02   1.2587831e-06   9.5098247e-06   1.1079387e-04   2.3917851e-03   1.2229456e-01   4.9564396e+00   1.0781308e+00   3.8979107e-02   3.2463075e-03   5.3471027e-04   1.3710062e-04   4.7285634e-05   2.0071850e-05   9.8997817e-06
   5.0000000e-01   3.9000000e+02   1.2235712e-06   9.1968137e-06   1.0636235e-04   2.2708067e-03   1.1459273e-01   4.8281267e+00   1.1350878e+00   4.0730291e-02   3.3501553e-03   5.4731840e-04   1.3958164e-04   4.7963455e-05   2.0305453e-05   9.9952627e-06
   5.0000000e-01   3.9100000e+02   1.1894703e-06   8.8953632e-06   1.0212829e-04   2.1565579e-03   1.0739912e-01   4.6958945e+00   1.1946847e+00   4.2566276e-02   3.4576746e-03   5.6025757e-04   1.4211283e-04   4.8652156e-05   2.0542104e-05   1.0091776e-05
   5.0000000e-01   3.9200000e+02   1.1564416e-06   8.6050011e-06   9.8082001e-05   2.0486324e-03   1.0067946e-01   4.5604030e+00   1.2569963e+00   4.4491398e-02   3.5690067e-03   5.7353734e-04   1.4469530e-04   4.9351928e-05   2.0781848e-05   1.0189335e-05
   5.0000000e-01   3.9300000e+02   1.1244475e-06   8.3252760e-06   9.4214342e-05   1.9466505e-03   9.4401771e-02   4.4223001e+00   1.3220943e+00   4.6510223e-02   3.6842991e-03   5.8716756e-04   1.4733021e-04   5.0062969e-05   2.1024727e-05   1.0287950e-05
   5.0000000e-01   3.9400000e+02   1.0934521e-06   8.0557569e-06   9.0516640e-05   1.8502566e-03   8.8536207e-02   4.2822169e+00   1.3900459e+00   4.8627560e-02   3.8037052e-03   6.0115839e-04   1.5001871e-04   5.0785479e-05   2.1270789e-05   1.0387636e-05
   5.0000000e-01   3.9500000e+02   1.0634206e-06   7.7960317e-06   8.6980684e-05   1.7591182e-03   8.3054936e-02   4.1407628e+00   1.4609133e+00   5.0848468e-02   3.9273850e-03   6.1552031e-04   1.5276203e-04   5.1519662e-05   2.1520078e-05   1.0488404e-05
   5.0000000e-01   3.9600000e+02   1.0343197e-06   7.5457065e-06   8.3598694e-05   1.6729239e-03   7.7932000e-02   3.9985218e+00   1.5347529e+00   5.3178277e-02   4.0555051e-03   6.3026415e-04   1.5556138e-04   5.2265726e-05   2.1772642e-05   1.0590268e-05
   5.0000000e-01   3.9700000e+02   1.0061175e-06   7.3044050e-06   8.0363299e-05   1.5913824e-03   7.3143201e-02   3.8560483e+00   1.6116141e+00   5.5622595e-02   4.1882389e-03   6.4540107e-04   1.5841803e-04   5.3023883e-05   2.2028527e-05   1.0693241e-05
   5.0000000e-01   3.9800000e+02   9.7878293e-07   7.0717671e-06   7.7267508e-05   1.5142205e-03   6.8665982e-02   3.7138647e+00   1.6915385e+00   5.8187330e-02   4.3257675e-03   6.6094257e-04   1.6133328e-04   5.3794350e-05   2.2287783e-05   1.0797335e-05
   5.0000000e-01   3.9900000e+02   9.5228643e-07   6.8474486e-06   7.4304697e-05   1.4411825e-03   6.4479325e-02   3.5724592e+00   1.7745587e+00   6.0878697e-02   4.4682792e-03   6.7690054e-04   1.6430844e-04   5.4577346e-05   2.2550457e-05   1.0902564e-05
   5.0000000e-01   4.0000000e+02   9.2659940e-07   6.6311201e-06   7.1468581e-05   1.3720285e-03   6.0563643e-02   3.4322838e+00   1.8606971e+00   6.3703241e-02   4.6159705e-03   6.9328723e-04   1.6734488e-04   5.5373098e-05   2.2816600e-05   1.1008943e-05
   5.0000000e-01   4.0100000e+02   9.0169434e-07   6.4224665e-06   6.8753200e-05   1.3065340e-03   5.6900690e-02   3.2937532e+00   1.9499650e+00   6.6667851e-02   4.7690463e-03   7.1011531e-04   1.7044399e-04   5.6181834e-05   2.3086262e-05   1.1116484e-05
   5.0000000e-01   4.0200000e+02   8.7754477e-07   6.2211866e-06   6.6152898e-05   1.2444881e-03   5.3473469e-02   3.1572443e+00   2.0423614e+00   6.9779778e-02   4.9277199e-03   7.2739782e-04   1.7360718e-04   5.7003788e-05   2.3359495e-05   1.1225202e-05
   5.0000000e-01   4.0300000e+02   8.5412522e-07   6.0269917e-06   6.3662309e-05   1.1856932e-03   5.0266146e-02   3.0230962e+00   2.1378715e+00   7.3046653e-02   5.0922141e-03   7.4514825e-04   1.7683594e-04   5.7839198e-05   2.3636350e-05   1.1335111e-05
   5.0000000e-01   4.0400000e+02   8.3141113e-07   5.8396058e-06   6.1276337e-05   1.1299638e-03   4.7263975e-02   2.8916101e+00   2.2364658e+00   7.6476509e-02   5.2627608e-03   7.6338050e-04   1.8013174e-04   5.8688308e-05   2.3916880e-05   1.1446225e-05
   5.0000000e-01   4.0500000e+02   8.0937887e-07   5.6587645e-06   5.8990147e-05   1.0771259e-03   4.4453221e-02   2.7630502e+00   2.3380987e+00   8.0077798e-02   5.4396020e-03   7.8210895e-04   1.8349613e-04   5.9551365e-05   2.4201140e-05   1.1558558e-05
   5.0000000e-01   4.0600000e+02   7.8800568e-07   5.4842148e-06   5.6799144e-05   1.0270159e-03   4.1821094e-02   2.6376449e+00   2.4427072e+00   8.3859414e-02   5.6229902e-03   8.0134841e-04   1.8693068e-04   6.0428623e-05   2.4489184e-05   1.1672126e-05
   5.0000000e-01   4.0700000e+02   7.6726962e-07   5.3157141e-06   5.4698965e-05   9.7948050e-04   3.9355680e-02   2.5155879e+00   2.5502099e+00   8.7830713e-02   5.8131886e-03   8.2111419e-04   1.9043700e-04   6.1320339e-05   2.4781067e-05   1.1786943e-05
   5.0000000e-01   4.0800000e+02   7.4714958e-07   5.1530304e-06   5.2685466e-05   9.3437544e-04   3.7045883e-02   2.3970397e+00   2.6605059e+00   9.2001540e-02   6.0104717e-03   8.4142211e-04   1.9401674e-04   6.2226775e-05   2.5076847e-05   1.1903025e-05
   5.0000000e-01   4.0900000e+02   7.2762518e-07   4.9959412e-06   5.0754706e-05   8.9156530e-04   3.4881371e-02   2.2821295e+00   2.7734735e+00   9.6382249e-02   6.2151261e-03   8.6228847e-04   1.9767161e-04   6.3148201e-05   2.5376579e-05   1.2020387e-05
   5.0000000e-01   4.1000000e+02   7.0867682e-07   4.8442335e-06   4.8902942e-05   8.5092274e-04   3.2852518e-02   2.1709572e+00   2.8889692e+00   1.0098373e-01   6.4274507e-03   8.8373014e-04   2.0140332e-04   6.4084889e-05   2.5680324e-05   1.2139043e-05
   5.0000000e-01   4.1100000e+02   6.9028559e-07   4.6977029e-06   4.7126614e-05   8.1232808e-04   3.0950359e-02   2.0635949e+00   3.0068273e+00   1.0581743e-01   6.6477572e-03   9.0576453e-04   2.0521368e-04   6.5037119e-05   2.5988139e-05   1.2259011e-05
   5.0000000e-01   4.1200000e+02   6.7243325e-07   4.5561540e-06   4.5422337e-05   7.7566875e-04   2.9166542e-02   1.9600898e+00   3.1268582e+00   1.1089540e-01   6.8763712e-03   9.2840961e-04   2.0910449e-04   6.6005176e-05   2.6300085e-05   1.2380306e-05
   5.0000000e-01   4.1300000e+02   6.5510226e-07   4.4193989e-06   4.3786892e-05   7.4083886e-04   2.7493289e-02   1.8604655e+00   3.2488489e+00   1.1623029e-01   7.1136322e-03   9.5168396e-04   2.1307764e-04   6.6989348e-05   2.6616223e-05   1.2502943e-05
   5.0000000e-01   4.1400000e+02   6.3827565e-07   4.2872578e-06   4.2217216e-05   7.0773877e-04   2.5923349e-02   1.7647244e+00   3.3725615e+00   1.2183540e-01   7.3598948e-03   9.7560676e-04   2.1713505e-04   6.7989933e-05   2.6936615e-05   1.2626940e-05
   5.0000000e-01   4.1500000e+02   6.2193711e-07   4.1595583e-06   4.0710395e-05   6.7627471e-04   2.4449969e-02   1.6728500e+00   3.4977339e+00   1.2772470e-01   7.6155290e-03   1.0001978e-03   2.2127868e-04   6.9007233e-05   2.7261325e-05   1.2752314e-05
   5.0000000e-01   4.1600000e+02   6.0607087e-07   4.0361349e-06   3.9263656e-05   6.4635839e-04   2.3066855e-02   1.5848087e+00   3.6240790e+00   1.3391289e-01   7.8809211e-03   1.0254776e-03   2.2551055e-04   7.0041555e-05   2.7590417e-05   1.2879079e-05
   5.0000000e-01   4.1700000e+02   5.9066175e-07   3.9168289e-06   3.7874358e-05   6.1790668e-04   2.1768141e-02   1.5005517e+00   3.7512855e+00   1.4041538e-01   8.1564744e-03   1.0514674e-03   2.2983273e-04   7.1093214e-05   2.7923955e-05   1.3007255e-05
   5.0000000e-01   4.1800000e+02   5.7569508e-07   3.8014882e-06   3.6539989e-05   5.9084126e-04   2.0548359e-02   1.4200171e+00   3.8790180e+00   1.4724835e-01   8.4426100e-03   1.0781889e-03   2.3424734e-04   7.2162531e-05   2.8262007e-05   1.3136858e-05
   5.0000000e-01   4.1900000e+02   5.6115674e-07   3.6899667e-06   3.5258154e-05   5.6508834e-04   1.9402411e-02   1.3431313e+00   4.0069181e+00   1.5442882e-01   8.7397678e-03   1.1056647e-03   2.3875657e-04   7.3249832e-05   2.8604639e-05   1.3267905e-05
   5.0000000e-01   4.2000000e+02   5.4703307e-07   3.5821241e-06   3.4026574e-05   5.4057838e-04   1.8325544e-02   1.2698114e+00   4.1346050e+00   1.6197460e-01   9.0484070e-03   1.1339183e-03   2.4336264e-04   7.4355451e-05   2.8951920e-05   1.3400415e-05
   5.0000000e-01   4.2100000e+02   5.3331092e-07   3.4778261e-06   3.2843076e-05   5.1724582e-04   1.7313327e-02   1.1999658e+00   4.2616775e+00   1.6990442e-01   9.3690073e-03   1.1629737e-03   2.4806786e-04   7.5479729e-05   2.9303919e-05   1.3534405e-05
   5.0000000e-01   4.2200000e+02   5.1997757e-07   3.3769434e-06   3.1705592e-05   4.9502883e-04   1.6361624e-02   1.1334966e+00   4.3877149e+00   1.7823788e-01   9.7020698e-03   1.1928559e-03   2.5287455e-04   7.6623014e-05   2.9660707e-05   1.3669893e-05
   5.0000000e-01   4.2300000e+02   5.0702077e-07   3.2793522e-06   3.0612149e-05   4.7386911e-04   1.5466580e-02   1.0703002e+00   4.5122799e+00   1.8699557e-01   1.0048118e-02   1.2235907e-03   2.5778515e-04   7.7785659e-05   3.0022357e-05   1.3806898e-05
   5.0000000e-01   4.2400000e+02   4.9442869e-07   3.1849332e-06   2.9560865e-05   4.5371163e-04   1.4624596e-02   1.0102692e+00   4.6349202e+00   1.9619902e-01   1.0407698e-02   1.2552047e-03   2.6280212e-04   7.8968027e-05   3.0388941e-05   1.3945439e-05
   5.0000000e-01   4.2500000e+02   4.8218989e-07   3.0935723e-06   2.8549950e-05   4.3450449e-04   1.3832314e-02   9.5329273e-01   4.7551714e+00   2.0587081e-01   1.0781383e-02   1.2877256e-03   2.6792800e-04   8.0170487e-05   3.0760533e-05   1.4085534e-05
   5.0000000e-01   4.2600000e+02   4.7029333e-07   3.0051596e-06   2.7577693e-05   4.1619868e-04   1.3086600e-02   8.9925825e-01   4.8725598e+00   2.1603458e-01   1.1169768e-02   1.3211817e-03   2.7316539e-04   8.1393415e-05   3.1137210e-05   1.4227203e-05
