# long, lat, r, g, b

-180,83.8286,124,169,207
-178.971,83.8286,124,170,207
-177.943,83.8286,124,170,207
-176.914,83.8286,124,169,207
-175.886,83.8286,123,169,207
-174.857,83.8286,124,169,207
-173.829,83.8286,124,169,207
-172.8,83.8286,124,170,207
-171.771,83.8286,123,169,207
-170.743,83.8286,123,169,207
-169.714,83.8286,123,169,207
-168.686,83.8286,123,169,207
-167.657,83.8286,123,169,207
-166.629,83.8286,122,169,207
-165.6,83.8286,122,169,207
-164.571,83.8286,122,168,206
-163.543,83.8286,122,169,207
-162.514,83.8286,122,169,207
-161.486,83.8286,122,169,207
-160.457,83.8286,122,169,206
-159.429,83.8286,121,168,206
-158.4,83.8286,121,168,206
-157.371,83.8286,121,168,206
-156.343,83.8286,121,167,206
-155.314,83.8286,121,167,206
-154.286,83.8286,121,167,206
-153.257,83.8286,120,167,206
-152.229,83.8286,120,168,206
-151.2,83.8286,120,167,205
-150.171,83.8286,120,167,205
-149.143,83.8286,120,167,205
-148.114,83.8286,120,167,205
-147.086,83.8286,120,167,205
-146.057,83.8286,120,167,205
-145.029,83.8286,120,167,206
-144,83.8286,121,167,206
-142.971,83.8286,121,167,206
-141.943,83.8286,121,167,206
-140.914,83.8286,121,167,206
-139.886,83.8286,121,167,206
-138.857,83.8286,121,168,206
-137.829,83.8286,121,168,206
-136.8,83.8286,121,168,206
-135.771,83.8286,121,168,206
-134.743,83.8286,120,168,206
-133.714,83.8286,120,168,206
-132.686,83.8286,121,168,206
-131.657,83.8286,120,168,206
-130.629,83.8286,120,168,206
-129.6,83.8286,120,168,206
-128.571,83.8286,121,168,206
-127.543,83.8286,121,168,206
-126.514,83.8286,121,168,206
-125.486,83.8286,122,169,207
-124.457,83.8286,122,169,206
-123.429,83.8286,123,169,207
-122.4,83.8286,123,169,207
-121.371,83.8286,124,169,207
-120.343,83.8286,124,170,207
-119.314,83.8286,125,170,208
-118.286,83.8286,126,171,208
-117.257,83.8286,127,172,208
-116.229,83.8286,128,172,209
-115.2,83.8286,129,173,209
-114.171,83.8286,130,174,210
-113.143,83.8286,131,174,210
-112.114,83.8286,131,175,210
-111.086,83.8286,132,175,211
-110.057,83.8286,133,176,211
-109.029,83.8286,134,177,212
-108,83.8286,135,178,212
-106.971,83.8286,137,178,213
-105.943,83.8286,139,180,214
-104.914,83.8286,141,182,214
-103.886,83.8286,143,183,215
-102.857,83.8286,145,184,216
-101.829,83.8286,147,186,217
-100.8,83.8286,149,187,218
-99.7714,83.8286,151,188,218
-98.7429,83.8286,153,190,219
-97.7143,83.8286,156,192,221
-96.6857,83.8286,159,194,222
-95.6571,83.8286,161,195,223
-94.6286,83.8286,163,196,223
-93.6,83.8286,164,197,224
-92.5714,83.8286,166,198,224
-91.5429,83.8286,169,200,226
-90.5143,83.8286,173,203,229
-89.4857,83.8286,176,206,230
-88.4571,83.8286,179,208,232
-87.4286,83.8286,181,209,232
-86.4,83.8286,184,211,234
-85.3714,83.8286,187,213,235
-84.3429,83.8286,188,214,236
-83.3143,83.8286,191,216,236
-82.2857,83.8286,194,217,237
-81.2571,83.8286,194,216,235
-80.2286,83.8286,196,217,236
-79.2,83.8286,196,217,235
-78.1714,83.8286,199,219,237
-77.1429,83.8286,199,219,236
-76.1143,83.8286,196,215,232
-75.0857,83.8286,198,218,235
-74.0571,83.8286,202,221,238
-73.0286,83.8286,198,216,233
-72,83.8286,202,220,237
-70.9714,83.8286,199,217,234
-69.9429,83.8286,199,217,234
-68.9143,83.8286,198,216,234
-67.8857,83.8286,201,220,237
-66.8571,83.8286,202,221,238
-65.8286,83.8286,199,219,237
-64.8,83.8286,198,218,236
-63.7714,83.8286,198,219,237
-62.7429,83.8286,198,219,237
-61.7143,83.8286,197,219,237
-60.6857,83.8286,198,220,239
-59.6571,83.8286,198,220,239
-58.6286,83.8286,199,221,239
-57.6,83.8286,200,221,240
-56.5714,83.8286,200,222,240
-55.5429,83.8286,201,222,240
-54.5143,83.8286,200,222,240
-53.4857,83.8286,198,221,239
-52.4571,83.8286,198,221,240
-51.4286,83.8286,197,219,238
-50.4,83.8286,198,220,239
-49.3714,83.8286,199,221,239
-48.3429,83.8286,200,222,240
-47.3143,83.8286,199,219,237
-46.2857,83.8286,196,215,233
-45.2571,83.8286,193,212,230
-44.2286,83.8286,187,205,224
-43.2,83.8286,183,201,220
-42.1714,83.8286,190,208,226
-41.1429,83.8286,180,197,216
-40.1143,83.8286,180,198,217
-39.0857,83.8286,186,204,222
-38.0571,83.8286,176,193,213
-37.0286,83.8286,178,194,213
-36,83.8286,179,194,213
-34.9714,83.8286,178,193,211
-33.9429,83.8286,176,191,209
-32.9143,83.8286,176,192,211
-31.8857,83.8286,183,200,218
-30.8571,83.8286,186,202,220
-29.8286,83.8286,186,202,220
-28.8,83.8286,188,205,224
-27.7714,83.8286,193,210,228
-26.7429,83.8286,192,210,227
-25.7143,83.8286,188,207,225
-24.6857,83.8286,188,209,229
-23.6571,83.8286,186,209,230
-22.6286,83.8286,186,211,232
-21.6,83.8286,180,208,231
-20.5714,83.8286,173,203,227
-19.5429,83.8286,171,202,227
-18.5143,83.8286,167,198,224
-17.4857,83.8286,164,197,224
-16.4571,83.8286,161,195,223
-15.4286,83.8286,155,191,221
-14.4,83.8286,150,188,218
-13.3714,83.8286,145,185,216
-12.3429,83.8286,140,181,214
-11.3143,83.8286,136,178,212
-10.2857,83.8286,132,175,211
-9.25714,83.8286,129,173,210
-8.22857,83.8286,127,172,208
-7.2,83.8286,125,170,208
-6.17143,83.8286,124,169,207
-5.14286,83.8286,122,169,207
-4.11429,83.8286,121,168,206
-3.08571,83.8286,121,168,206
-2.05714,83.8286,121,167,206
-1.02857,83.8286,121,167,206
0,83.8286,121,168,206
1.02857,83.8286,122,168,206
2.05714,83.8286,123,169,207
3.08571,83.8286,125,170,208
4.11429,83.8286,126,171,208
5.14286,83.8286,128,172,209
6.17143,83.8286,129,173,209
7.2,83.8286,131,174,210
8.22857,83.8286,133,175,211
9.25714,83.8286,134,176,211
10.2857,83.8286,134,177,211
11.3143,83.8286,134,177,211
12.3429,83.8286,134,177,211
13.3714,83.8286,133,176,211
14.4,83.8286,133,176,211
15.4286,83.8286,134,177,211
16.4571,83.8286,133,176,211
17.4857,83.8286,133,176,211
18.5143,83.8286,133,176,211
19.5429,83.8286,133,176,211
20.5714,83.8286,133,176,211
21.6,83.8286,133,176,211
22.6286,83.8286,133,176,211
23.6571,83.8286,132,176,211
24.6857,83.8286,132,175,211
25.7143,83.8286,131,175,210
26.7429,83.8286,131,174,210
27.7714,83.8286,130,174,210
28.8,83.8286,130,174,210
29.8286,83.8286,130,174,210
30.8571,83.8286,131,175,210
31.8857,83.8286,131,175,210
32.9143,83.8286,132,175,211
33.9429,83.8286,132,175,211
34.9714,83.8286,133,176,211
36,83.8286,133,176,211
37.0286,83.8286,134,176,211
38.0571,83.8286,134,176,211
39.0857,83.8286,134,177,212
40.1143,83.8286,134,177,212
41.1429,83.8286,135,177,212
42.1714,83.8286,136,178,212
43.2,83.8286,137,179,213
44.2286,83.8286,139,180,213
45.2571,83.8286,141,182,214
46.2857,83.8286,143,183,215
47.3143,83.8286,145,184,216
48.3429,83.8286,147,185,217
49.3714,83.8286,147,185,217
50.4,83.8286,148,186,217
51.4286,83.8286,149,187,218
52.4571,83.8286,151,188,218
53.4857,83.8286,152,189,219
54.5143,83.8286,153,189,219
55.5429,83.8286,154,190,219
56.5714,83.8286,156,191,220
57.6,83.8286,156,192,221
58.6286,83.8286,156,191,221
59.6571,83.8286,154,190,219
60.6857,83.8286,152,188,218
61.7143,83.8286,149,187,218
62.7429,83.8286,147,185,217
63.7714,83.8286,144,183,215
64.8,83.8286,143,183,215
65.8286,83.8286,142,182,215
66.8571,83.8286,141,181,214
67.8857,83.8286,140,181,214
68.9143,83.8286,140,181,214
69.9429,83.8286,140,180,214
70.9714,83.8286,140,181,214
72,83.8286,140,180,214
73.0286,83.8286,139,180,214
74.0571,83.8286,139,180,213
75.0857,83.8286,139,180,213
76.1143,83.8286,138,180,213
77.1429,83.8286,138,179,213
78.1714,83.8286,138,179,213
79.2,83.8286,138,179,213
80.2286,83.8286,138,179,213
81.2571,83.8286,138,179,213
82.2857,83.8286,137,179,213
83.3143,83.8286,137,179,213
84.3429,83.8286,137,179,213
85.3714,83.8286,137,178,213
86.4,83.8286,137,179,213
87.4286,83.8286,137,178,213
88.4571,83.8286,137,178,212
89.4857,83.8286,137,179,213
90.5143,83.8286,137,179,213
91.5429,83.8286,138,179,213
92.5714,83.8286,138,179,213
93.6,83.8286,138,179,213
94.6286,83.8286,138,179,212
95.6571,83.8286,136,178,212
96.6857,83.8286,135,177,212
97.7143,83.8286,134,176,211
98.7429,83.8286,132,175,211
99.7714,83.8286,130,174,210
100.8,83.8286,129,173,209
101.829,83.8286,127,172,209
102.857,83.8286,126,171,208
103.886,83.8286,125,170,208
104.914,83.8286,124,170,207
105.943,83.8286,123,169,207
106.971,83.8286,122,169,206
108,83.8286,122,168,206
109.029,83.8286,121,168,206
110.057,83.8286,120,168,206
111.086,83.8286,120,167,206
112.114,83.8286,120,167,205
113.143,83.8286,120,167,205
114.171,83.8286,119,167,205
115.2,83.8286,119,167,205
116.229,83.8286,119,166,205
117.257,83.8286,119,166,205
118.286,83.8286,119,166,205
119.314,83.8286,119,166,205
120.343,83.8286,119,166,205
121.371,83.8286,119,166,205
122.4,83.8286,119,166,205
123.429,83.8286,119,166,205
124.457,83.8286,119,166,205
125.486,83.8286,119,166,205
126.514,83.8286,119,166,205
127.543,83.8286,119,166,205
128.571,83.8286,119,166,205
129.6,83.8286,119,166,205
130.629,83.8286,119,167,205
131.657,83.8286,119,167,205
132.686,83.8286,120,167,205
133.714,83.8286,120,167,206
134.743,83.8286,120,168,206
135.771,83.8286,121,168,206
136.8,83.8286,122,169,207
137.829,83.8286,124,170,207
138.857,83.8286,126,171,208
139.886,83.8286,131,175,210
140.914,83.8286,138,180,213
141.943,83.8286,143,183,215
142.971,83.8286,145,184,216
144,83.8286,145,184,216
145.029,83.8286,144,183,215
146.057,83.8286,142,182,215
147.086,83.8286,141,181,214
148.114,83.8286,139,180,213
149.143,83.8286,137,178,213
150.171,83.8286,135,177,212
151.2,83.8286,134,177,211
152.229,83.8286,133,176,211
153.257,83.8286,131,175,210
154.286,83.8286,129,173,209
155.314,83.8286,129,173,209
156.343,83.8286,131,175,210
157.371,83.8286,128,173,209
158.4,83.8286,125,170,208
159.429,83.8286,124,169,207
160.457,83.8286,122,168,207
161.486,83.8286,121,168,206
162.514,83.8286,121,168,206
163.543,83.8286,120,168,206
164.571,83.8286,120,167,206
165.6,83.8286,120,167,206
166.629,83.8286,120,167,205
167.657,83.8286,120,167,205
168.686,83.8286,119,167,205
169.714,83.8286,119,167,205
170.743,83.8286,119,167,205
171.771,83.8286,120,167,205
172.8,83.8286,120,167,205
173.829,83.8286,120,168,206
174.857,83.8286,121,168,206
175.886,83.8286,122,168,206
176.914,83.8286,123,169,207
177.943,83.8286,123,169,207
178.971,83.8286,124,169,207

-180,82.8,127,171,208
-178.971,82.8,127,171,208
-177.943,82.8,126,171,208
-176.914,82.8,125,170,208
-175.886,82.8,123,170,207
-174.857,82.8,123,169,207
-173.829,82.8,122,169,207
-172.8,82.8,122,169,207
-171.771,82.8,122,169,206
-170.743,82.8,122,168,206
-169.714,82.8,122,168,206
-168.686,82.8,122,169,206
-167.657,82.8,122,169,207
-166.629,82.8,122,169,207
-165.6,82.8,122,169,206
-164.571,82.8,122,169,206
-163.543,82.8,122,168,206
-162.514,82.8,122,168,206
-161.486,82.8,122,168,206
-160.457,82.8,121,168,206
-159.429,82.8,121,168,206
-158.4,82.8,120,168,206
-157.371,82.8,120,168,206
-156.343,82.8,120,168,206
-155.314,82.8,120,167,206
-154.286,82.8,120,167,206
-153.257,82.8,119,167,206
-152.229,82.8,119,167,205
-151.2,82.8,119,166,205
-150.171,82.8,119,166,205
-149.143,82.8,119,166,205
-148.114,82.8,119,166,205
-147.086,82.8,119,166,205
-146.057,82.8,119,166,205
-145.029,82.8,119,166,205
-144,82.8,119,166,205
-142.971,82.8,119,166,205
-141.943,82.8,119,166,205
-140.914,82.8,119,167,205
-139.886,82.8,120,167,205
-138.857,82.8,120,167,205
-137.829,82.8,120,167,205
-136.8,82.8,120,167,205
-135.771,82.8,120,167,205
-134.743,82.8,120,167,205
-133.714,82.8,120,167,205
-132.686,82.8,120,167,205
-131.657,82.8,120,167,206
-130.629,82.8,120,167,206
-129.6,82.8,120,167,206
-128.571,82.8,120,168,206
-127.543,82.8,121,168,206
-126.514,82.8,121,168,206
-125.486,82.8,122,168,206
-124.457,82.8,122,169,207
-123.429,82.8,123,169,207
-122.4,82.8,124,169,207
-121.371,82.8,124,170,207
-120.343,82.8,125,171,208
-119.314,82.8,126,171,208
-118.286,82.8,127,172,209
-117.257,82.8,129,173,209
-116.229,82.8,130,174,210
-115.2,82.8,131,175,210
-114.171,82.8,132,176,211
-113.143,82.8,134,177,211
-112.114,82.8,135,177,212
-111.086,82.8,136,178,212
-110.057,82.8,137,179,213
-109.029,82.8,139,180,214
-108,82.8,141,181,214
-106.971,82.8,143,183,215
-105.943,82.8,146,184,216
-104.914,82.8,149,187,218
-103.886,82.8,155,191,220
-102.857,82.8,161,195,223
-101.829,82.8,165,198,225
-100.8,82.8,168,199,225
-99.7714,82.8,170,201,226
-98.7429,82.8,175,204,228
-97.7143,82.8,178,206,230
-96.6857,82.8,181,209,231
-95.6571,82.8,186,212,234
-94.6286,82.8,189,214,235
-93.6,82.8,191,215,236
-92.5714,82.8,193,217,237
-91.5429,82.8,193,215,234
-90.5143,82.8,191,212,230
-89.4857,82.8,190,211,229
-88.4571,82.8,192,211,227
-87.4286,82.8,195,214,230
-86.4,82.8,195,211,227
-85.3714,82.8,190,205,220
-84.3429,82.8,194,208,223
-83.3143,82.8,199,214,229
-82.2857,82.8,194,207,221
-81.2571,82.8,189,200,214
-80.2286,82.8,184,194,208
-79.2,82.8,185,194,209
-78.1714,82.8,196,204,217
-77.1429,82.8,189,198,211
-76.1143,82.8,187,196,210
-75.0857,82.8,190,199,213
-74.0571,82.8,186,195,209
-73.0286,82.8,182,193,208
-72,82.8,184,194,211
-70.9714,82.8,175,186,203
-69.9429,82.8,172,184,201
-68.9143,82.8,174,187,205
-67.8857,82.8,178,191,208
-66.8571,82.8,179,192,210
-65.8286,82.8,179,193,212
-64.8,82.8,182,197,216
-63.7714,82.8,188,204,222
-62.7429,82.8,199,215,232
-61.7143,82.8,203,220,237
-60.6857,82.8,198,216,233
-59.6571,82.8,200,217,234
-58.6286,82.8,196,214,231
-57.6,82.8,195,212,230
-56.5714,82.8,193,211,228
-55.5429,82.8,190,207,226
-54.5143,82.8,193,211,229
-53.4857,82.8,194,211,228
-52.4571,82.8,191,209,226
-51.4286,82.8,195,212,229
-50.4,82.8,180,196,215
-49.3714,82.8,186,203,221
-48.3429,82.8,196,213,231
-47.3143,82.8,191,207,225
-46.2857,82.8,185,201,218
-45.2571,82.8,182,197,215
-44.2286,82.8,166,182,203
-43.2,82.8,173,187,207
-42.1714,82.8,179,193,212
-41.1429,82.8,177,189,209
-40.1143,82.8,182,194,213
-39.0857,82.8,186,198,218
-38.0571,82.8,185,198,219
-37.0286,82.8,182,197,217
-36,82.8,179,193,212
-34.9714,82.8,178,193,212
-33.9429,82.8,177,191,210
-32.9143,82.8,171,185,204
-31.8857,82.8,169,184,203
-30.8571,82.8,170,185,205
-29.8286,82.8,180,195,213
-28.8,82.8,182,197,216
-27.7714,82.8,179,194,212
-26.7429,82.8,174,189,208
-25.7143,82.8,175,190,208
-24.6857,82.8,187,203,221
-23.6571,82.8,184,199,218
-22.6286,82.8,184,199,218
-21.6,82.8,198,218,236
-20.5714,82.8,199,221,239
-19.5429,82.8,195,215,234
-18.5143,82.8,198,221,240
-17.4857,82.8,196,219,238
-16.4571,82.8,189,211,232
-15.4286,82.8,183,207,228
-14.4,82.8,177,203,226
-13.3714,82.8,173,201,225
-12.3429,82.8,167,198,224
-11.3143,82.8,157,192,221
-10.2857,82.8,147,186,217
-9.25714,82.8,141,181,214
-8.22857,82.8,135,177,212
-7.2,82.8,130,174,210
-6.17143,82.8,127,172,208
-5.14286,82.8,125,170,208
-4.11429,82.8,123,169,207
-3.08571,82.8,122,168,206
-2.05714,82.8,122,168,206
-1.02857,82.8,122,169,206
0,82.8,123,169,207
1.02857,82.8,125,170,208
2.05714,82.8,130,173,210
3.08571,82.8,135,177,212
4.11429,82.8,138,179,213
5.14286,82.8,141,181,214
6.17143,82.8,145,184,216
7.2,82.8,149,187,217
8.22857,82.8,151,188,218
9.25714,82.8,151,188,218
10.2857,82.8,151,188,218
11.3143,82.8,150,187,218
12.3429,82.8,148,186,217
13.3714,82.8,146,185,216
14.4,82.8,146,184,216
15.4286,82.8,146,185,216
16.4571,82.8,147,185,216
17.4857,82.8,147,185,216
18.5143,82.8,147,185,216
19.5429,82.8,147,185,216
20.5714,82.8,147,185,216
21.6,82.8,148,185,216
22.6286,82.8,148,186,217
23.6571,82.8,147,185,216
24.6857,82.8,146,184,216
25.7143,82.8,145,184,215
26.7429,82.8,144,183,215
27.7714,82.8,143,183,215
28.8,82.8,143,183,215
29.8286,82.8,144,183,215
30.8571,82.8,145,184,216
31.8857,82.8,147,185,217
32.9143,82.8,149,186,217
33.9429,82.8,150,187,218
34.9714,82.8,151,188,219
36,82.8,152,189,219
37.0286,82.8,154,190,220
38.0571,82.8,155,191,220
39.0857,82.8,156,191,220
40.1143,82.8,156,191,220
41.1429,82.8,157,192,221
42.1714,82.8,159,193,222
43.2,82.8,161,195,223
44.2286,82.8,164,197,224
45.2571,82.8,168,199,226
46.2857,82.8,171,202,227
47.3143,82.8,174,204,228
48.3429,82.8,175,204,229
49.3714,82.8,177,206,230
50.4,82.8,178,206,230
51.4286,82.8,177,205,229
52.4571,82.8,178,206,229
53.4857,82.8,179,207,230
54.5143,82.8,182,210,233
55.5429,82.8,185,212,234
56.5714,82.8,186,211,233
57.6,82.8,188,212,233
58.6286,82.8,186,211,232
59.6571,82.8,183,210,232
60.6857,82.8,181,209,232
61.7143,82.8,180,207,231
62.7429,82.8,177,205,229
63.7714,82.8,173,204,229
64.8,82.8,169,201,226
65.8286,82.8,166,198,225
66.8571,82.8,164,197,224
67.8857,82.8,163,196,224
68.9143,82.8,162,196,223
69.9429,82.8,162,195,223
70.9714,82.8,162,195,223
72,82.8,162,195,223
73.0286,82.8,162,195,223
74.0571,82.8,163,196,223
75.0857,82.8,163,196,223
76.1143,82.8,162,195,223
77.1429,82.8,162,195,223
78.1714,82.8,162,195,223
79.2,82.8,162,196,224
80.2286,82.8,162,195,223
81.2571,82.8,162,195,223
82.2857,82.8,162,195,223
83.3143,82.8,161,195,223
84.3429,82.8,161,195,223
85.3714,82.8,161,194,222
86.4,82.8,160,194,222
87.4286,82.8,160,194,222
88.4571,82.8,160,194,222
89.4857,82.8,161,194,222
90.5143,82.8,161,195,223
91.5429,82.8,161,194,222
92.5714,82.8,163,197,224
93.6,82.8,164,198,225
94.6286,82.8,164,197,225
95.6571,82.8,161,196,224
96.6857,82.8,155,191,220
97.7143,82.8,150,187,218
98.7429,82.8,146,185,216
99.7714,82.8,143,183,215
100.8,82.8,140,181,214
101.829,82.8,137,179,213
102.857,82.8,135,177,212
103.886,82.8,132,175,211
104.914,82.8,130,174,210
105.943,82.8,128,172,209
106.971,82.8,127,171,208
108,82.8,125,170,208
109.029,82.8,124,170,207
110.057,82.8,123,169,207
111.086,82.8,122,169,207
112.114,82.8,122,168,206
113.143,82.8,121,168,206
114.171,82.8,121,168,206
115.2,82.8,121,168,206
116.229,82.8,121,168,206
117.257,82.8,120,168,206
118.286,82.8,120,167,206
119.314,82.8,120,167,206
120.343,82.8,120,167,205
121.371,82.8,120,167,205
122.4,82.8,120,167,205
123.429,82.8,120,167,205
124.457,82.8,120,167,205
125.486,82.8,120,167,205
126.514,82.8,120,167,205
127.543,82.8,120,167,206
128.571,82.8,120,167,206
129.6,82.8,120,167,206
130.629,82.8,120,168,206
131.657,82.8,121,168,206
132.686,82.8,121,168,206
133.714,82.8,121,168,206
134.743,82.8,122,168,207
135.771,82.8,123,169,207
136.8,82.8,124,170,207
137.829,82.8,126,171,208
138.857,82.8,130,174,210
139.886,82.8,138,179,213
140.914,82.8,147,185,217
141.943,82.8,151,188,219
142.971,82.8,148,186,217
144,82.8,144,184,216
145.029,82.8,142,182,215
146.057,82.8,139,180,214
147.086,82.8,137,179,213
148.114,82.8,136,178,212
149.143,82.8,135,177,212
150.171,82.8,134,177,212
151.2,82.8,134,176,211
152.229,82.8,132,176,211
153.257,82.8,131,175,210
154.286,82.8,130,174,210
155.314,82.8,130,174,210
156.343,82.8,130,174,210
157.371,82.8,128,173,209
158.4,82.8,127,172,209
159.429,82.8,126,171,208
160.457,82.8,125,170,208
161.486,82.8,124,170,207
162.514,82.8,123,169,207
163.543,82.8,123,169,207
164.571,82.8,122,169,207
165.6,82.8,122,168,206
166.629,82.8,122,168,206
167.657,82.8,121,168,206
168.686,82.8,121,168,206
169.714,82.8,121,168,206
170.743,82.8,121,168,206
171.771,82.8,121,168,206
172.8,82.8,121,168,206
173.829,82.8,121,168,206
174.857,82.8,123,169,207
175.886,82.8,124,169,207
176.914,82.8,125,171,208
177.943,82.8,126,171,208
178.971,82.8,127,171,208

-180,81.7714,132,175,211
-178.971,81.7714,132,175,210
-177.943,81.7714,130,174,209
-176.914,81.7714,127,172,209
-175.886,81.7714,125,171,208
-174.857,81.7714,124,170,207
-173.829,81.7714,123,169,207
-172.8,81.7714,123,169,207
-171.771,81.7714,123,169,207
-170.743,81.7714,122,169,207
-169.714,81.7714,123,169,207
-168.686,81.7714,123,169,207
-167.657,81.7714,124,169,207
-166.629,81.7714,124,170,207
-165.6,81.7714,124,170,207
-164.571,81.7714,124,170,207
-163.543,81.7714,124,170,207
-162.514,81.7714,123,169,207
-161.486,81.7714,123,169,207
-160.457,81.7714,123,169,207
-159.429,81.7714,122,168,206
-158.4,81.7714,121,168,206
-157.371,81.7714,121,168,206
-156.343,81.7714,121,168,206
-155.314,81.7714,120,168,206
-154.286,81.7714,120,167,206
-153.257,81.7714,120,167,205
-152.229,81.7714,119,166,205
-151.2,81.7714,119,166,205
-150.171,81.7714,119,166,205
-149.143,81.7714,119,166,205
-148.114,81.7714,119,166,205
-147.086,81.7714,119,166,205
-146.057,81.7714,119,166,205
-145.029,81.7714,119,166,205
-144,81.7714,119,166,205
-142.971,81.7714,119,166,205
-141.943,81.7714,119,166,205
-140.914,81.7714,119,166,205
-139.886,81.7714,119,166,205
-138.857,81.7714,119,166,205
-137.829,81.7714,119,166,205
-136.8,81.7714,119,166,205
-135.771,81.7714,119,166,205
-134.743,81.7714,119,166,205
-133.714,81.7714,119,166,205
-132.686,81.7714,119,166,205
-131.657,81.7714,120,167,205
-130.629,81.7714,120,167,206
-129.6,81.7714,120,168,206
-128.571,81.7714,121,168,206
-127.543,81.7714,121,168,206
-126.514,81.7714,122,169,207
-125.486,81.7714,123,169,207
-124.457,81.7714,124,169,207
-123.429,81.7714,125,170,207
-122.4,81.7714,126,171,208
-121.371,81.7714,127,172,209
-120.343,81.7714,129,173,209
-119.314,81.7714,131,174,210
-118.286,81.7714,132,176,211
-117.257,81.7714,135,177,212
-116.229,81.7714,138,179,213
-115.2,81.7714,141,181,214
-114.171,81.7714,144,183,215
-113.143,81.7714,147,185,217
-112.114,81.7714,150,187,218
-111.086,81.7714,152,189,219
-110.057,81.7714,155,191,220
-109.029,81.7714,158,193,221
-108,81.7714,161,195,223
-106.971,81.7714,164,197,224
-105.943,81.7714,167,199,225
-104.914,81.7714,171,201,227
-103.886,81.7714,176,204,228
-102.857,81.7714,180,207,230
-101.829,81.7714,183,209,231
-100.8,81.7714,186,211,233
-99.7714,81.7714,189,214,235
-98.7429,81.7714,189,214,234
-97.7143,81.7714,192,216,235
-96.6857,81.7714,196,218,236
-95.6571,81.7714,196,216,233
-94.6286,81.7714,193,211,227
-93.6,81.7714,189,206,223
-92.5714,81.7714,193,212,228
-91.5429,81.7714,199,218,234
-90.5143,81.7714,197,214,230
-89.4857,81.7714,181,197,212
-88.4571,81.7714,175,190,206
-87.4286,81.7714,178,193,209
-86.4,81.7714,183,197,211
-85.3714,81.7714,175,186,200
-84.3429,81.7714,178,188,202
-83.3143,81.7714,179,188,201
-82.2857,81.7714,178,188,202
-81.2571,81.7714,183,192,205
-80.2286,81.7714,181,192,205
-79.2,81.7714,185,197,211
-78.1714,81.7714,180,192,206
-77.1429,81.7714,176,187,202
-76.1143,81.7714,185,195,209
-75.0857,81.7714,190,199,214
-74.0571,81.7714,189,199,214
-73.0286,81.7714,185,196,212
-72,81.7714,179,191,208
-70.9714,81.7714,178,190,207
-69.9429,81.7714,173,185,202
-68.9143,81.7714,177,190,207
-67.8857,81.7714,181,195,212
-66.8571,81.7714,185,201,218
-65.8286,81.7714,195,211,228
-64.8,81.7714,200,216,232
-63.7714,81.7714,193,209,226
-62.7429,81.7714,192,208,226
-61.7143,81.7714,183,199,217
-60.6857,81.7714,172,188,208
-59.6571,81.7714,185,199,219
-58.6286,81.7714,189,201,221
-57.6,81.7714,187,199,219
-56.5714,81.7714,182,195,214
-55.5429,81.7714,184,197,217
-54.5143,81.7714,186,199,219
-53.4857,81.7714,189,202,221
-52.4571,81.7714,189,202,222
-51.4286,81.7714,193,205,225
-50.4,81.7714,191,203,223
-49.3714,81.7714,191,203,224
-48.3429,81.7714,189,203,224
-47.3143,81.7714,191,205,225
-46.2857,81.7714,194,208,227
-45.2571,81.7714,196,208,228
-44.2286,81.7714,196,209,228
-43.2,81.7714,201,213,232
-42.1714,81.7714,206,215,234
-41.1429,81.7714,212,220,238
-40.1143,81.7714,211,221,237
-39.0857,81.7714,208,218,234
-38.0571,81.7714,204,214,233
-37.0286,81.7714,201,211,232
-36,81.7714,197,207,228
-34.9714,81.7714,193,205,225
-33.9429,81.7714,188,201,221
-32.9143,81.7714,183,197,217
-31.8857,81.7714,184,198,218
-30.8571,81.7714,188,203,223
-29.8286,81.7714,189,204,224
-28.8,81.7714,187,202,221
-27.7714,81.7714,181,197,217
-26.7429,81.7714,178,192,210
-25.7143,81.7714,179,193,211
-24.6857,81.7714,180,195,213
-23.6571,81.7714,178,193,210
-22.6286,81.7714,181,195,214
-21.6,81.7714,194,208,226
-20.5714,81.7714,188,202,220
-19.5429,81.7714,181,195,214
-18.5143,81.7714,185,200,218
-17.4857,81.7714,171,187,207
-16.4571,81.7714,162,176,197
-15.4286,81.7714,165,179,200
-14.4,81.7714,174,189,209
-13.3714,81.7714,181,197,217
-12.3429,81.7714,188,209,229
-11.3143,81.7714,181,208,231
-10.2857,81.7714,173,203,228
-9.25714,81.7714,166,198,225
-8.22857,81.7714,156,192,220
-7.2,81.7714,147,185,217
-6.17143,81.7714,139,180,213
-5.14286,81.7714,130,174,210
-4.11429,81.7714,125,170,208
-3.08571,81.7714,122,169,207
-2.05714,81.7714,122,168,206
-1.02857,81.7714,122,169,207
0,81.7714,124,170,207
1.02857,81.7714,129,173,210
2.05714,81.7714,138,180,213
3.08571,81.7714,148,186,217
4.11429,81.7714,153,190,219
5.14286,81.7714,156,192,221
6.17143,81.7714,159,194,222
7.2,81.7714,162,195,223
8.22857,81.7714,162,196,223
9.25714,81.7714,162,195,223
10.2857,81.7714,161,195,223
11.3143,81.7714,162,196,224
12.3429,81.7714,162,196,223
13.3714,81.7714,163,196,223
14.4,81.7714,163,196,223
15.4286,81.7714,164,197,224
16.4571,81.7714,171,202,227
17.4857,81.7714,176,205,229
18.5143,81.7714,179,207,231
19.5429,81.7714,181,209,232
