# long, lat, r, g, b
-52.4571,-13.8857,141,183,162
-51.4286,-13.8857,140,185,164
-50.4,-13.8857,153,189,169
-49.3714,-13.8857,167,191,170
-48.3429,-13.8857,183,190,170
-47.3143,-13.8857,173,189,169
-46.2857,-13.8857,202,199,179
-45.2571,-13.8857,181,192,169
-44.2286,-13.8857,160,186,166
-43.2,-13.8857,184,192,172
-42.1714,-13.8857,174,189,169
-41.1429,-13.8857,174,189,169
-40.1143,-13.8857,144,178,160
-39.0857,-13.8857,181,209,226
-38.0571,-13.8857,158,193,222
-37.0286,-13.8857,141,181,214
-36,-13.8857,130,174,210
-34.9714,-13.8857,124,170,207
-33.9429,-13.8857,121,168,206
-32.9143,-13.8857,119,167,205
-31.8857,-13.8857,119,166,205
-30.8571,-13.8857,118,166,205
-29.8286,-13.8857,118,166,204
-28.8,-13.8857,118,166,204
-27.7714,-13.8857,118,166,204
-26.7429,-13.8857,118,166,204
-25.7143,-13.8857,118,166,204
-24.6857,-13.8857,118,166,204
-23.6571,-13.8857,118,166,204
-22.6286,-13.8857,118,166,204
-21.6,-13.8857,118,166,204
-20.5714,-13.8857,118,166,204
-19.5429,-13.8857,118,166,204
-18.5143,-13.8857,118,166,204
-17.4857,-13.8857,118,166,204
-16.4571,-13.8857,119,166,204
-15.4286,-13.8857,119,166,204
-14.4,-13.8857,119,166,204
-13.3714,-13.8857,119,166,204
-12.3429,-13.8857,119,166,204
-11.3143,-13.8857,119,166,204
-10.2857,-13.8857,119,166,204
-9.25714,-13.8857,119,166,204
-8.22857,-13.8857,119,166,205
-7.2,-13.8857,120,167,205
-6.17143,-13.8857,119,167,205
-5.14286,-13.8857,119,167,205
-4.11429,-13.8857,119,166,205
-3.08571,-13.8857,118,166,204
-2.05714,-13.8857,118,166,204
-1.02857,-13.8857,118,166,204
0,-13.8857,118,166,204
1.02857,-13.8857,118,166,204
2.05714,-13.8857,118,166,204
3.08571,-13.8857,118,166,204
4.11429,-13.8857,118,166,204
5.14286,-13.8857,119,166,205
6.17143,-13.8857,119,167,205
7.2,-13.8857,121,168,206
8.22857,-13.8857,126,171,208
9.25714,-13.8857,134,177,211
10.2857,-13.8857,149,187,218
11.3143,-13.8857,181,207,227
12.3429,-13.8857,196,194,179
13.3714,-13.8857,207,192,173
14.4,-13.8857,204,184,164
15.4286,-13.8857,207,186,166
16.4571,-13.8857,206,185,164
17.4857,-13.8857,206,185,165
18.5143,-13.8857,205,186,166
19.5429,-13.8857,207,189,169
20.5714,-13.8857,207,190,170
21.6,-13.8857,208,195,174
22.6286,-13.8857,210,198,177
23.6571,-13.8857,211,196,175
24.6857,-13.8857,209,193,172
25.7143,-13.8857,209,193,172
26.7429,-13.8857,208,191,171
27.7714,-13.8857,209,194,173
28.8,-13.8857,194,184,165
29.8286,-13.8857,173,184,165
30.8571,-13.8857,211,202,182
31.8857,-13.8857,192,189,169
32.9143,-13.8857,202,191,171
33.9429,-13.8857,190,186,167
34.9714,-13.8857,173,190,168
36,-13.8857,177,194,168
37.0286,-13.8857,165,188,165
38.0571,-13.8857,159,187,169
39.0857,-13.8857,147,176,159
40.1143,-13.8857,161,187,186
41.1429,-13.8857,169,201,230
42.1714,-13.8857,147,185,216
43.2,-13.8857,147,185,216
44.2286,-13.8857,150,187,217
45.2571,-13.8857,161,195,224
46.2857,-13.8857,187,212,239
47.3143,-13.8857,166,198,195
48.3429,-13.8857,181,177,155
49.3714,-13.8857,161,179,167
50.4,-13.8857,162,197,224
51.4286,-13.8857,137,178,212
52.4571,-13.8857,128,172,209
53.4857,-13.8857,123,169,207
54.5143,-13.8857,121,168,206
55.5429,-13.8857,120,168,206
56.5714,-13.8857,122,168,206
57.6,-13.8857,124,170,207
58.6286,-13.8857,129,173,209
59.6571,-13.8857,148,186,217
60.6857,-13.8857,146,185,216
61.7143,-13.8857,128,172,209
62.7429,-13.8857,124,169,207
63.7714,-13.8857,121,168,206
64.8,-13.8857,120,167,206
65.8286,-13.8857,120,167,206
66.8571,-13.8857,119,167,205
67.8857,-13.8857,119,166,205
68.9143,-13.8857,119,166,205
69.9429,-13.8857,119,166,204
70.9714,-13.8857,118,166,204
72,-13.8857,118,166,204
73.0286,-13.8857,118,166,204
74.0571,-13.8857,118,166,204
75.0857,-13.8857,118,166,204
76.1143,-13.8857,118,166,204
77.1429,-13.8857,118,166,204
78.1714,-13.8857,118,166,204
79.2,-13.8857,118,166,204
80.2286,-13.8857,118,166,204
81.2571,-13.8857,118,166,204
82.2857,-13.8857,118,166,204
83.3143,-13.8857,119,166,205
84.3429,-13.8857,119,166,205
85.3714,-13.8857,119,167,205
86.4,-13.8857,121,167,206
87.4286,-13.8857,121,167,206
88.4571,-13.8857,120,167,205
89.4857,-13.8857,119,166,205
90.5143,-13.8857,119,166,205
91.5429,-13.8857,119,166,205
92.5714,-13.8857,118,166,204
93.6,-13.8857,118,166,204
94.6286,-13.8857,118,166,204
95.6571,-13.8857,118,166,204
96.6857,-13.8857,118,166,204
97.7143,-13.8857,118,166,204
98.7429,-13.8857,118,166,204
99.7714,-13.8857,118,166,204
100.8,-13.8857,118,166,204
101.829,-13.8857,118,166,204
102.857,-13.8857,118,166,204
103.886,-13.8857,118,166,204
104.914,-13.8857,119,166,205
105.943,-13.8857,119,166,205
106.971,-13.8857,119,166,205
108,-13.8857,119,166,205
109.029,-13.8857,119,166,205
110.057,-13.8857,119,167,205
111.086,-13.8857,120,167,206
112.114,-13.8857,120,168,206
113.143,-13.8857,121,168,206
114.171,-13.8857,122,168,206
115.2,-13.8857,123,169,207
116.229,-13.8857,125,170,207
117.257,-13.8857,128,173,209
118.286,-13.8857,133,176,211
119.314,-13.8857,142,182,214
120.343,-13.8857,159,193,222
121.371,-13.8857,180,208,230
122.4,-13.8857,191,215,234
123.429,-13.8857,199,220,239
124.457,-13.8857,201,221,236
125.486,-13.8857,168,198,194
126.514,-13.8857,148,179,166
127.543,-13.8857,188,209,216
128.571,-13.8857,199,218,230
129.6,-13.8857,148,170,159
130.629,-13.8857,153,170,157
131.657,-13.8857,161,173,160
132.686,-13.8857,160,171,157
133.714,-13.8857,143,160,147
134.743,-13.8857,148,172,165
135.771,-13.8857,205,224,237
136.8,-13.8857,205,224,239
137.829,-13.8857,205,224,240
138.857,-13.8857,203,223,239
139.886,-13.8857,209,228,247
140.914,-13.8857,181,200,206
141.943,-13.8857,139,162,146
142.971,-13.8857,149,177,167
144,-13.8857,169,198,200
145.029,-13.8857,180,207,229
146.057,-13.8857,161,194,223
147.086,-13.8857,153,189,219
148.114,-13.8857,145,184,216
149.143,-13.8857,139,180,213
150.171,-13.8857,135,177,212
151.2,-13.8857,131,175,210
152.229,-13.8857,129,173,209
153.257,-13.8857,126,171,208
154.286,-13.8857,124,170,208
155.314,-13.8857,124,169,207
156.343,-13.8857,123,169,207
157.371,-13.8857,122,168,206
158.4,-13.8857,123,169,207
159.429,-13.8857,123,169,207
160.457,-13.8857,122,169,207
161.486,-13.8857,123,169,207
162.514,-13.8857,123,169,207
163.543,-13.8857,127,172,208
164.571,-13.8857,132,175,211
165.6,-13.8857,146,184,215
166.629,-13.8857,164,197,221
167.657,-13.8857,150,187,218
168.686,-13.8857,132,175,210
169.714,-13.8857,127,172,208
170.743,-13.8857,123,169,207
171.771,-13.8857,121,168,206
172.8,-13.8857,121,168,206
173.829,-13.8857,122,168,206
174.857,-13.8857,123,169,207
175.886,-13.8857,126,171,208
176.914,-13.8857,130,173,210
177.943,-13.8857,134,176,211
178.971,-13.8857,136,177,212

-180,-14.9143,149,187,217
-178.971,-14.9143,141,181,214
-177.943,-14.9143,139,180,213
-176.914,-14.9143,137,179,212
-175.886,-14.9143,135,177,212
-174.857,-14.9143,133,176,211
-173.829,-14.9143,132,175,210
-172.8,-14.9143,126,171,209
-171.771,-14.9143,125,171,208
-170.743,-14.9143,125,170,207
-169.714,-14.9143,122,169,206
-168.686,-14.9143,121,168,206
-167.657,-14.9143,120,167,205
-166.629,-14.9143,119,166,204
-165.6,-14.9143,118,166,204
-164.571,-14.9143,118,165,204
-163.543,-14.9143,118,166,204
-162.514,-14.9143,118,166,204
-161.486,-14.9143,118,166,204
-160.457,-14.9143,118,166,204
-159.429,-14.9143,118,166,204
-158.4,-14.9143,118,166,204
-157.371,-14.9143,119,166,205
-156.343,-14.9143,120,166,205
-155.314,-14.9143,120,168,206
-154.286,-14.9143,121,168,206
-153.257,-14.9143,122,169,206
-152.229,-14.9143,124,170,207
-151.2,-14.9143,125,170,208
-150.171,-14.9143,126,171,208
-149.143,-14.9143,136,178,212
-148.114,-14.9143,147,185,217
-147.086,-14.9143,153,189,219
-146.057,-14.9143,150,187,218
-145.029,-14.9143,140,180,214
-144,-14.9143,132,175,210
-142.971,-14.9143,133,175,211
-141.943,-14.9143,130,174,210
-140.914,-14.9143,129,173,210
-139.886,-14.9143,124,170,207
-138.857,-14.9143,121,168,206
-137.829,-14.9143,120,167,205
-136.8,-14.9143,119,167,205
-135.771,-14.9143,119,167,205
-134.743,-14.9143,119,166,204
-133.714,-14.9143,118,166,204
-132.686,-14.9143,118,166,204
-131.657,-14.9143,118,166,204
-130.629,-14.9143,118,166,204
-129.6,-14.9143,118,166,204
-128.571,-14.9143,118,166,204
-127.543,-14.9143,118,166,204
-126.514,-14.9143,118,166,204
-125.486,-14.9143,118,166,204
-124.457,-14.9143,118,166,204
-123.429,-14.9143,118,166,204
-122.4,-14.9143,118,166,204
-121.371,-14.9143,118,166,204
-120.343,-14.9143,118,166,204
-119.314,-14.9143,118,166,204
-118.286,-14.9143,118,166,204
-117.257,-14.9143,118,166,204
-116.229,-14.9143,118,166,204
-115.2,-14.9143,118,166,204
-114.171,-14.9143,118,166,204
-113.143,-14.9143,118,166,204
-112.114,-14.9143,118,166,204
-111.086,-14.9143,118,166,204
-110.057,-14.9143,118,166,204
-109.029,-14.9143,118,166,204
-108,-14.9143,118,166,204
-106.971,-14.9143,118,166,204
-105.943,-14.9143,118,166,204
-104.914,-14.9143,118,166,204
-103.886,-14.9143,118,166,204
-102.857,-14.9143,118,166,204
-101.829,-14.9143,118,166,204
-100.8,-14.9143,118,166,204
-99.7714,-14.9143,118,166,204
-98.7429,-14.9143,118,166,204
-97.7143,-14.9143,118,166,204
-96.6857,-14.9143,118,166,204
-95.6571,-14.9143,118,166,204
-94.6286,-14.9143,118,166,204
-93.6,-14.9143,118,166,204
-92.5714,-14.9143,118,166,204
-91.5429,-14.9143,118,166,204
-90.5143,-14.9143,118,166,204
-89.4857,-14.9143,118,166,204
-88.4571,-14.9143,118,166,204
-87.4286,-14.9143,118,166,204
-86.4,-14.9143,118,166,204
-85.3714,-14.9143,118,166,204
-84.3429,-14.9143,119,166,205
-83.3143,-14.9143,119,166,205
-82.2857,-14.9143,119,167,205
-81.2571,-14.9143,121,168,206
-80.2286,-14.9143,124,170,207
-79.2,-14.9143,130,174,210
-78.1714,-14.9143,139,180,213
-77.1429,-14.9143,155,192,222
-76.1143,-14.9143,182,206,225
-75.0857,-14.9143,190,185,179
-74.0571,-14.9143,180,167,156
-73.0286,-14.9143,183,177,172
-72,-14.9143,198,200,200
-70.9714,-14.9143,199,198,196
-69.9429,-14.9143,196,193,191
-68.9143,-14.9143,180,168,157
-67.8857,-14.9143,178,181,161
-66.8571,-14.9143,142,181,161
-65.8286,-14.9143,130,177,156
-64.8,-14.9143,133,178,156
-63.7714,-14.9143,140,183,162
-62.7429,-14.9143,151,188,169
-61.7143,-14.9143,142,184,164
-60.6857,-14.9143,138,181,160
-59.6571,-14.9143,147,182,163
-58.6286,-14.9143,135,176,156
-57.6,-14.9143,137,179,159
-56.5714,-14.9143,143,182,162
-55.5429,-14.9143,169,190,168
-54.5143,-14.9143,163,188,163
-53.4857,-14.9143,156,185,166
-52.4571,-14.9143,145,184,164
-51.4286,-14.9143,146,187,168
-50.4,-14.9143,175,194,172
-49.3714,-14.9143,190,197,174
-48.3429,-14.9143,199,195,175
-47.3143,-14.9143,191,194,173
-46.2857,-14.9143,181,191,169
-45.2571,-14.9143,175,190,168
-44.2286,-14.9143,166,189,168
-43.2,-14.9143,191,195,174
-42.1714,-14.9143,202,197,177
-41.1429,-14.9143,167,184,165
-40.1143,-14.9143,133,175,155
-39.0857,-14.9143,176,205,219
-38.0571,-14.9143,158,193,223
-37.0286,-14.9143,137,179,212
-36,-14.9143,128,173,209
-34.9714,-14.9143,123,169,207
-33.9429,-14.9143,120,167,206
-32.9143,-14.9143,119,166,205
-31.8857,-14.9143,119,166,205
-30.8571,-14.9143,118,166,204
-29.8286,-14.9143,118,166,204
-28.8,-14.9143,118,166,204
-27.7714,-14.9143,118,166,204
-26.7429,-14.9143,118,166,204
-25.7143,-14.9143,118,166,204
-24.6857,-14.9143,118,166,204
-23.6571,-14.9143,118,166,204
-22.6286,-14.9143,118,166,204
-21.6,-14.9143,118,166,204
-20.5714,-14.9143,118,166,204
-19.5429,-14.9143,118,166,204
-18.5143,-14.9143,118,166,204
-17.4857,-14.9143,118,166,204
-16.4571,-14.9143,119,166,204
-15.4286,-14.9143,119,166,204
-14.4,-14.9143,119,166,204
-13.3714,-14.9143,119,166,204
-12.3429,-14.9143,119,166,204
-11.3143,-14.9143,119,166,204
-10.2857,-14.9143,119,166,204
-9.25714,-14.9143,119,166,204
-8.22857,-14.9143,119,166,205
-7.2,-14.9143,121,167,205
-6.17143,-14.9143,123,169,206
-5.14286,-14.9143,120,167,205
-4.11429,-14.9143,119,166,205
-3.08571,-14.9143,118,166,204
-2.05714,-14.9143,118,166,204
-1.02857,-14.9143,118,166,204
0,-14.9143,118,166,204
1.02857,-14.9143,118,166,204
2.05714,-14.9143,118,166,204
3.08571,-14.9143,118,166,204
4.11429,-14.9143,118,166,204
5.14286,-14.9143,119,166,205
6.17143,-14.9143,120,167,205
7.2,-14.9143,122,168,206
8.22857,-14.9143,127,172,209
9.25714,-14.9143,136,178,211
10.2857,-14.9143,157,194,225
11.3143,-14.9143,185,200,210
12.3429,-14.9143,190,182,168
13.3714,-14.9143,203,184,165
14.4,-14.9143,207,189,168
15.4286,-14.9143,208,190,170
16.4571,-14.9143,205,186,166
17.4857,-14.9143,206,188,168
18.5143,-14.9143,207,189,169
19.5429,-14.9143,209,191,170
20.5714,-14.9143,208,193,172
21.6,-14.9143,209,196,175
22.6286,-14.9143,210,198,177
23.6571,-14.9143,211,196,175
24.6857,-14.9143,209,193,172
25.7143,-14.9143,205,193,172
26.7429,-14.9143,210,198,176
27.7714,-14.9143,207,192,172
28.8,-14.9143,175,183,165
29.8286,-14.9143,159,185,166
30.8571,-14.9143,170,186,166
31.8857,-14.9143,155,182,162
32.9143,-14.9143,158,183,163
33.9429,-14.9143,174,182,163
34.9714,-14.9143,176,189,167
36,-14.9143,180,192,169
37.0286,-14.9143,172,187,166
38.0571,-14.9143,151,181,162
39.0857,-14.9143,132,166,146
40.1143,-14.9143,167,193,199
41.1429,-14.9143,165,198,228
42.1714,-14.9143,150,187,217
43.2,-14.9143,159,194,222
44.2286,-14.9143,176,205,230
45.2571,-14.9143,182,208,225
46.2857,-14.9143,157,191,187
47.3143,-14.9143,129,176,155
48.3429,-14.9143,173,187,168
49.3714,-14.9143,167,185,174
50.4,-14.9143,163,197,220
51.4286,-14.9143,139,180,214
52.4571,-14.9143,128,172,209
53.4857,-14.9143,123,169,207
54.5143,-14.9143,121,168,206
55.5429,-14.9143,121,168,206
56.5714,-14.9143,122,169,207
57.6,-14.9143,125,170,208
58.6286,-14.9143,133,176,211
59.6571,-14.9143,152,189,219
60.6857,-14.9143,147,185,216
61.7143,-14.9143,127,172,209
62.7429,-14.9143,123,169,207
63.7714,-14.9143,121,168,206
64.8,-14.9143,120,167,205
65.8286,-14.9143,119,167,205
66.8571,-14.9143,119,166,205
67.8857,-14.9143,119,166,205
68.9143,-14.9143,119,166,204
69.9429,-14.9143,118,166,204
70.9714,-14.9143,118,166,204
72,-14.9143,118,166,204
73.0286,-14.9143,118,166,204
74.0571,-14.9143,118,166,204
75.0857,-14.9143,118,166,204
76.1143,-14.9143,118,166,204
77.1429,-14.9143,118,166,204
78.1714,-14.9143,118,166,204
79.2,-14.9143,118,166,204
80.2286,-14.9143,118,166,204
81.2571,-14.9143,118,166,204
82.2857,-14.9143,118,166,204
83.3143,-14.9143,119,166,205
84.3429,-14.9143,119,166,205
85.3714,-14.9143,119,167,205
86.4,-14.9143,121,168,206
87.4286,-14.9143,121,168,206
88.4571,-14.9143,120,167,205
89.4857,-14.9143,119,166,205
90.5143,-14.9143,119,167,205
91.5429,-14.9143,119,166,205
92.5714,-14.9143,118,166,204
93.6,-14.9143,118,166,204
94.6286,-14.9143,118,166,204
95.6571,-14.9143,118,166,204
96.6857,-14.9143,118,166,204
97.7143,-14.9143,118,166,204
98.7429,-14.9143,118,166,204
99.7714,-14.9143,118,166,204
100.8,-14.9143,118,166,204
101.829,-14.9143,118,166,204
102.857,-14.9143,118,166,204
103.886,-14.9143,118,166,204
104.914,-14.9143,118,166,204
105.943,-14.9143,118,166,204
106.971,-14.9143,119,166,205
108,-14.9143,119,166,205
109.029,-14.9143,119,166,205
110.057,-14.9143,119,167,205
111.086,-14.9143,120,167,206
112.114,-14.9143,121,168,206
113.143,-14.9143,122,169,207
114.171,-14.9143,123,169,207
115.2,-14.9143,125,170,208
116.229,-14.9143,128,172,209
117.257,-14.9143,132,175,211
118.286,-14.9143,139,180,214
119.314,-14.9143,154,190,220
120.343,-14.9143,176,205,229
121.371,-14.9143,191,215,235
122.4,-14.9143,201,221,240
123.429,-14.9143,206,225,243
124.457,-14.9143,166,192,187
125.486,-14.9143,159,181,163
126.514,-14.9143,160,178,164
127.543,-14.9143,147,166,155
128.571,-14.9143,152,168,159
129.6,-14.9143,155,166,156
130.629,-14.9143,164,170,157
131.657,-14.9143,169,173,160
132.686,-14.9143,167,171,159
133.714,-14.9143,159,168,155
134.743,-14.9143,149,166,155
135.771,-14.9143,179,199,203
136.8,-14.9143,208,226,242
137.829,-14.9143,211,229,247
138.857,-14.9143,205,224,240
139.886,-14.9143,211,230,247
140.914,-14.9143,181,198,203
141.943,-14.9143,140,157,144
142.971,-14.9143,145,170,156
144,-14.9143,136,172,150
145.029,-14.9143,181,207,217
146.057,-14.9143,175,204,231
147.086,-14.9143,163,196,223
148.114,-14.9143,160,194,222
149.143,-14.9143,155,191,220
150.171,-14.9143,148,186,217
151.2,-14.9143,139,180,213
152.229,-14.9143,131,175,210
153.257,-14.9143,126,171,208
154.286,-14.9143,124,170,207
155.314,-14.9143,123,169,207
156.343,-14.9143,122,168,206
157.371,-14.9143,122,168,206
158.4,-14.9143,122,168,206
159.429,-14.9143,122,168,206
160.457,-14.9143,122,168,206
161.486,-14.9143,122,168,206
162.514,-14.9143,123,169,207
163.543,-14.9143,126,171,208
164.571,-14.9143,129,173,210
165.6,-14.9143,150,186,214
166.629,-14.9143,176,203,213
167.657,-14.9143,167,198,223
168.686,-14.9143,137,179,212
169.714,-14.9143,128,173,209
170.743,-14.9143,124,169,207
171.771,-14.9143,121,168,206
172.8,-14.9143,121,168,206
173.829,-14.9143,122,168,206
174.857,-14.9143,126,171,208
175.886,-14.9143,131,174,210
176.914,-14.9143,135,177,211
177.943,-14.9143,145,183,216
178.971,-14.9143,154,190,221

-180,-15.9429,173,202,226
-178.971,-15.9429,150,187,218
-177.943,-15.9429,138,180,213
-176.914,-15.9429,135,177,212
-175.886,-15.9429,134,176,211
-174.857,-15.9429,136,178,212
-173.829,-15.9429,135,177,212
-172.8,-15.9429,127,171,208
-171.771,-15.9429,124,170,207
-170.743,-15.9429,123,169,206
-169.714,-15.9429,121,168,206
-168.686,-15.9429,120,168,206
-167.657,-15.9429,119,167,205
-166.629,-15.9429,119,166,204
-165.6,-15.9429,118,166,204
-164.571,-15.9429,118,166,204
-163.543,-15.9429,118,166,204
-162.514,-15.9429,118,166,204
-161.486,-15.9429,119,166,205
-160.457,-15.9429,119,166,205
-159.429,-15.9429,119,166,205
-158.4,-15.9429,119,166,205
-157.371,-15.9429,120,166,205
-156.343,-15.9429,120,167,205
-155.314,-15.9429,122,169,206
-154.286,-15.9429,123,169,206
-153.257,-15.9429,124,170,207
-152.229,-15.9429,141,181,214
-151.2,-15.9429,133,176,211
-150.171,-15.9429,129,173,210
-149.143,-15.9429,130,174,210
-148.114,-15.9429,133,176,211
-147.086,-15.9429,143,182,215
-146.057,-15.9429,155,190,219
-145.029,-15.9429,153,189,219
-144,-15.9429,148,186,217
-142.971,-15.9429,139,180,213
-141.943,-15.9429,132,175,210
-140.914,-15.9429,131,175,210
-139.886,-15.9429,126,172,209
-138.857,-15.9429,123,169,207
-137.829,-15.9429,121,168,206
-136.8,-15.9429,120,167,205
-135.771,-15.9429,119,167,205
-134.743,-15.9429,119,167,205
-133.714,-15.9429,118,166,204
-132.686,-15.9429,118,166,204
-131.657,-15.9429,118,166,204
-130.629,-15.9429,118,166,204
-129.6,-15.9429,118,166,204
-128.571,-15.9429,118,166,204
-127.543,-15.9429,118,166,204
-126.514,-15.9429,118,166,204
-125.486,-15.9429,118,166,204
-124.457,-15.9429,118,166,204
-123.429,-15.9429,118,166,204
-122.4,-15.9429,118,166,204
-121.371,-15.9429,118,166,204
-120.343,-15.9429,118,166,204
-119.314,-15.9429,118,166,204
-118.286,-15.9429,118,166,204
-117.257,-15.9429,118,166,204
-116.229,-15.9429,118,166,204
-115.2,-15.9429,118,166,204
-114.171,-15.9429,118,166,204
-113.143,-15.9429,118,166,204
-112.114,-15.9429,118,166,204
-111.086,-15.9429,118,166,204
-110.057,-15.9429,118,166,204
-109.029,-15.9429,118,166,204
-108,-15.9429,118,166,204
-106.971,-15.9429,118,166,204
-105.943,-15.9429,118,166,204
-104.914,-15.9429,118,166,204
-103.886,-15.9429,118,166,204
-102.857,-15.9429,118,166,204
-101.829,-15.9429,118,166,204
-100.8,-15.9429,118,166,204
-99.7714,-15.9429,118,166,204
-98.7429,-15.9429,118,166,204
-97.7143,-15.9429,118,166,204
-96.6857,-15.9429,118,166,204
-95.6571,-15.9429,118,166,204
-94.6286,-15.9429,118,166,204
-93.6,-15.9429,118,166,204
-92.5714,-15.9429,118,166,204
-91.5429,-15.9429,118,166,204
-90.5143,-15.9429,118,166,204
-89.4857,-15.9429,118,166,204
-88.4571,-15.9429,118,166,204
-87.4286,-15.9429,118,166,204
-86.4,-15.9429,118,166,204
-85.3714,-15.9429,118,166,204
-84.3429,-15.9429,118,166,204
-83.3143,-15.9429,119,166,205
-82.2857,-15.9429,119,166,205
-81.2571,-15.9429,120,167,205
-80.2286,-15.9429,122,168,206
-79.2,-15.9429,125,171,208
-78.1714,-15.9429,132,175,210
-77.1429,-15.9429,140,180,213
-76.1143,-15.9429,154,191,221
-75.0857,-15.9429,175,206,231
-74.0571,-15.9429,184,195,203
-73.0286,-15.9429,183,175,166
-72,-15.9429,186,173,161
-70.9714,-15.9429,196,196,195
-69.9429,-15.9429,204,201,198
-68.9143,-15.9429,195,190,187
-67.8857,-15.9429,189,172,161
-66.8571,-15.9429,181,178,163
-65.8286,-15.9429,140,180,160
-64.8,-15.9429,134,181,161
-63.7714,-15.9429,139,182,162
-62.7429,-15.9429,154,185,166
-61.7143,-15.9429,153,185,167
-60.6857,-15.9429,142,183,164
-59.6571,-15.9429,129,175,153
-58.6286,-15.9429,127,174,151
-57.6,-15.9429,129,174,152
-56.5714,-15.9429,129,176,153
-55.5429,-15.9429,143,180,160
-54.5143,-15.9429,163,190,170
-53.4857,-15.9429,165,189,167
-52.4571,-15.9429,166,191,170
-51.4286,-15.9429,168,192,170
-50.4,-15.9429,182,195,172
-49.3714,-15.9429,204,197,177
-48.3429,-15.9429,205,196,176
-47.3143,-15.9429,184,191,168
-46.2857,-15.9429,162,187,164
-45.2571,-15.9429,175,194,172
-44.2286,-15.9429,194,197,176
-43.2,-15.9429,183,190,170
-42.1714,-15.9429,176,188,168
-41.1429,-15.9429,160,182,163
-40.1143,-15.9429,135,176,156
-39.0857,-15.9429,180,207,223
-38.0571,-15.9429,158,193,223
-37.0286,-15.9429,137,179,212
-36,-15.9429,128,172,209
-34.9714,-15.9429,123,169,207
-33.9429,-15.9429,120,167,206
-32.9143,-15.9429,119,166,205
-31.8857,-15.9429,119,166,205
-30.8571,-15.9429,118,166,204
-29.8286,-15.9429,118,166,204
-28.8,-15.9429,118,166,204
-27.7714,-15.9429,118,166,204
-26.7429,-15.9429,118,166,204
-25.7143,-15.9429,118,166,204
-24.6857,-15.9429,118,166,204
-23.6571,-15.9429,118,166,204
-22.6286,-15.9429,118,166,204
-21.6,-15.9429,118,166,204
-20.5714,-15.9429,118,166,204
-19.5429,-15.9429,118,166,204
-18.5143,-15.9429,118,166,204
-17.4857,-15.9429,118,166,204
-16.4571,-15.9429,119,166,204
-15.4286,-15.9429,119,166,204
-14.4,-15.9429,119,166,204
-13.3714,-15.9429,119,166,204
-12.3429,-15.9429,119,166,204
-11.3143,-15.9429,119,166,204
-10.2857,-15.9429,118,166,204
-9.25714,-15.9429,118,166,204
-8.22857,-15.9429,119,166,205
-7.2,-15.9429,120,167,205
-6.17143,-15.9429,123,169,206
-5.14286,-15.9429,119,167,205
-4.11429,-15.9429,119,166,205
-3.08571,-15.9429,118,166,204
-2.05714,-15.9429,118,166,204
-1.02857,-15.9429,118,166,204
0,-15.9429,118,166,204
1.02857,-15.9429,118,166,204
2.05714,-15.9429,118,166,204
3.08571,-15.9429,118,166,204
4.11429,-15.9429,118,166,205
5.14286,-15.9429,119,166,205
6.17143,-15.9429,120,167,205
7.2,-15.9429,122,169,207
8.22857,-15.9429,128,172,209
9.25714,-15.9429,138,179,212
10.2857,-15.9429,164,199,228
11.3143,-15.9429,191,197,200
12.3429,-15.9429,200,188,171
13.3714,-15.9429,207,193,173
14.4,-15.9429,208,192,171
15.4286,-15.9429,209,193,173
16.4571,-15.9429,209,192,171
17.4857,-15.9429,209,192,171
18.5143,-15.9429,209,192,171
19.5429,-15.9429,209,192,170
20.5714,-15.9429,208,194,173
21.6,-15.9429,208,197,176
22.6286,-15.9429,209,198,177
23.6571,-15.9429,209,197,176
24.6857,-15.9429,206,193,172
25.7143,-15.9429,214,198,177
26.7429,-15.9429,205,192,171
27.7714,-15.9429,168,182,162
28.8,-15.9429,189,193,174
29.8286,-15.9429,190,192,173
30.8571,-15.9429,180,191,173
31.8857,-15.9429,168,190,169
32.9143,-15.9429,143,182,163
33.9429,-15.9429,132,176,156
34.9714,-15.9429,150,179,159
36,-15.9429,149,180,161
37.0286,-15.9429,127,171,148
38.0571,-15.9429,125,169,147
39.0857,-15.9429,157,189,187
40.1143,-15.9429,178,206,232
41.1429,-15.9429,155,191,220
42.1714,-15.9429,159,193,221
43.2,-15.9429,182,209,232
44.2286,-15.9429,160,192,187
45.2571,-15.9429,135,177,157
46.2857,-15.9429,122,170,148
47.3143,-15.9429,171,192,173
48.3429,-15.9429,179,186,164
49.3714,-15.9429,174,199,204
50.4,-15.9429,165,198,228
51.4286,-15.9429,136,178,212
52.4571,-15.9429,128,172,209
53.4857,-15.9429,123,169,207
54.5143,-15.9429,121,168,206
55.5429,-15.9429,121,168,206
56.5714,-15.9429,123,169,207
57.6,-15.9429,126,171,208
58.6286,-15.9429,144,184,216
59.6571,-15.9429,152,189,218
60.6857,-15.9429,135,177,212
61.7143,-15.9429,126,171,208
62.7429,-15.9429,123,169,206
63.7714,-15.9429,121,168,206
64.8,-15.9429,120,167,205
65.8286,-15.9429,119,167,205
66.8571,-15.9429,119,167,205
67.8857,-15.9429,119,166,205
68.9143,-15.9429,119,166,205
69.9429,-15.9429,118,166,204
70.9714,-15.9429,118,166,204
72,-15.9429,118,166,204
73.0286,-15.9429,118,166,204
74.0571,-15.9429,118,166,204
