0,0,-0
0.001,6.0477e+010,-1.1567e+009
0.002,2.4471e+011,-5.1633e+009
0.003,5.5612e+011,-2.2437e+010
0.004,1.0001e+012,-4.2352e+010
0.005,1.5783e+012,-9.7407e+010
0.006,2.2991e+012,-1.4656e+011
0.007,3.1606e+012,-2.6308e+011
0.008,4.176e+012,-3.5619e+011
0.009,5.338e+012,-5.6002e+011
0.01,6.6665e+012,-7.133e+011
0.011,8.147e+012,-1.0325e+012
0.012,9.8079e+012,-1.2638e+012
0.013,1.1625e+013,-1.729e+012
0.014,1.3639e+013,-2.0576e+012
0.015,1.5813e+013,-2.7018e+012
0.016,1.82e+013,-3.1492e+012
0.017,2.0751e+013,-4.0082e+012
0.018,2.3533e+013,-4.5975e+012
0.019,2.6482e+013,-5.7098e+012
0.02,2.9683e+013,-6.4662e+012
0.021,3.3051e+013,-7.8736e+012
0.022,3.6693e+013,-8.8244e+012
0.023,4.0504e+013,-1.0572e+013
0.024,4.4613e+013,-1.1747e+013
0.025,4.8889e+013,-1.3882e+013
0.026,5.349e+013,-1.5313e+013
0.027,5.8256e+013,-1.7888e+013
0.028,6.3377e+013,-1.9609e+013
0.029,6.8659e+013,-2.268e+013
0.03,7.4326e+013,-2.4729e+013
0.031,8.015e+013,-2.8355e+013
0.032,8.6393e+013,-3.0772e+013
0.033,9.2786e+013,-3.5016e+013
0.034,9.9635e+013,-3.7844e+013
0.035,1.0663e+014,-4.2775e+013
0.036,1.1411e+014,-4.6061e+013
0.037,1.2173e+014,-5.1751e+013
0.038,1.2988e+014,-5.5543e+013
0.039,1.3816e+014,-6.207e+013
0.04,1.4702e+014,-6.6423e+013
0.041,1.5599e+014,-7.3869e+013
0.042,1.6558e+014,-7.884e+013
0.043,1.7527e+014,-8.7294e+013
0.044,1.8533e+014,-9.6384e+013
0.045,1.9609e+014,-1.025e+014
0.046,2.0692e+014,-1.1275e+014
0.047,2.1851e+014,-1.1965e+014
0.048,2.3015e+014,-1.3116e+014
0.049,2.4261e+014,-1.3892e+014
0.05,2.551e+014,-1.518e+014
0.051,2.6847e+014,-1.6049e+014
0.052,2.8184e+014,-1.7486e+014
0.053,2.9617e+014,-1.8457e+014
0.054,3.1047e+014,-2.0056e+014
0.055,3.2579e+014,-2.1137e+014
0.056,3.4106e+014,-2.291e+014
