0,0,-0
0.001,1.2545e-044,-2.399e-046
0.002,5.5401e-044,-1.1687e-045
0.003,1.3741e-043,-5.5432e-045
0.004,2.6972e-043,-1.1419e-044
0.005,4.6457e-043,-2.8666e-044
0.006,7.3862e-043,-4.7072e-044
0.007,1.1082e-042,-9.2228e-044
0.008,1.5982e-042,-1.3628e-043
0.009,2.2297e-042,-2.3387e-043
0.01,3.0392e-042,-3.251e-043
0.011,4.0538e-042,-5.1364e-043
0.012,5.3265e-042,-6.8614e-043
0.013,6.891e-042,-1.0246e-042
0.014,8.8238e-042,-1.3308e-042
0.015,1.1166e-041,-1.9072e-042
0.016,1.4026e-041,-2.4263e-042
0.017,1.7455e-041,-3.3704e-042
0.018,2.1605e-041,-4.2193e-042
0.019,2.6535e-041,-5.7195e-042
0.02,3.2462e-041,-7.0692e-042
0.021,3.9451e-041,-9.3951e-042
0.022,4.7804e-041,-1.1492e-041
0.023,5.7593e-041,-1.5027e-041
0.024,6.9237e-041,-1.8223e-041
0.025,8.2811e-041,-2.3505e-041
0.026,9.889e-041,-2.8298e-041
0.027,1.1755e-040,-3.608e-041
0.028,1.3958e-040,-4.3167e-041
0.029,1.6504e-040,-5.4493e-041
0.03,1.9499e-040,-6.4847e-041
0.031,2.295e-040,-8.1154e-041
0.032,2.7e-040,-9.6123e-041
0.033,3.165e-040,-1.1938e-040
0.034,3.7093e-040,-1.4082e-040
0.035,4.3326e-040,-1.7372e-040
0.036,5.0608e-040,-2.0416e-040
0.037,5.8923e-040,-2.5036e-040
0.038,6.8619e-040,-2.9327e-040
0.039,7.9667e-040,-3.577e-040
0.04,9.2526e-040,-4.1778e-040
0.041,1.0715e-039,-5.0709e-040
0.042,1.2414e-039,-5.9068e-040
0.043,1.4342e-039,-7.1383e-040
0.044,1.6551e-039,-8.6023e-040
0.045,1.9114e-039,-9.9841e-040
0.046,2.2014e-039,-1.1987e-039
0.047,2.5373e-039,-1.3883e-039
0.048,2.9168e-039,-1.661e-039
0.049,3.3559e-039,-1.92e-039
0.05,3.8513e-039,-2.29e-039
0.051,4.4238e-039,-2.6424e-039
0.052,5.0688e-039,-3.1422e-039
0.053,5.8135e-039,-3.6199e-039
0.054,6.6515e-039,-4.293e-039
0.055,7.618e-039,-4.938e-039
0.056,8.7043e-039,-5.8415e-039
0.057,9.9562e-039,-6.7098e-039
0.058,1.1361e-038,-7.9188e-039
0.059,1.298e-038,-9.0838e-039
0.06,1.4794e-038,-1.0697e-038
0.061,1.6883e-038,-1.2256e-038
0.062,1.9222e-038,-1.4403e-038
0.063,2.1911e-038,-1.6483e-038
0.064,2.4921e-038,-1.9333e-038
0.065,2.8381e-038,-2.2101e-038
0.066,3.2248e-038,-2.5876e-038
0.067,3.669e-038,-2.955e-038
0.068,4.1651e-038,-3.454e-038
0.069,4.7347e-038,-3.9405e-038
0.07,5.3703e-038,-4.5986e-038
0.071,6.0996e-038,-5.2416e-038
0.072,6.9128e-038,-6.1077e-038
0.073,7.8454e-038,-6.9559e-038
0.074,8.8845e-038,-8.0935e-038
0.075,1.0076e-037,-9.21e-038
0.076,1.1402e-037,-1.0702e-037
0.077,1.2921e-037,-1.2169e-037
0.078,1.4612e-037,-1.4122e-037
0.079,1.6548e-037,-1.6046e-037
0.08,1.8701e-037,-1.8598e-037
0.081,2.1165e-037,-2.1117e-037
0.082,2.3904e-037,-2.4448e-037
0.083,2.7038e-037,-2.7741e-037
0.084,3.0518e-037,-3.2081e-037
0.085,3.4436e-037,-3.7072e-037
0.086,3.8917e-037,-4.2026e-037
0.087,4.3889e-037,-4.8515e-037
0.088,4.9573e-037,-5.4966e-037
0.089,5.5877e-037,-6.339e-037
0.09,6.3082e-037,-7.1779e-037
0.091,7.1066e-037,-8.2704e-037
0.092,8.019e-037,-9.3597e-037
0.093,9.0297e-037,-1.0775e-036
0.094,1.0184e-036,-1.2188e-036
0.095,1.1462e-036,-1.4018e-036
0.096,1.2922e-036,-1.5848e-036
0.097,1.4537e-036,-1.8213e-036
0.098,1.6381e-036,-2.0582e-036
0.099,1.8421e-036,-2.3635e-036
0.1,2.0749e-036,-2.6696e-036
0.101,2.3323e-036,-3.0633e-036
0.102,2.626e-036,-3.4586e-036
0.103,2.9506e-036,-3.9656e-036
0.104,3.3209e-036,-4.4754e-036
0.105,3.7299e-036,-5.128e-036
0.106,4.1965e-036,-5.7849e-036
0.107,4.7116e-036,-6.6239e-036
0.108,5.2991e-036,-7.4695e-036
0.109,5.9474e-036,-8.5472e-036
0.11,6.6867e-036,-9.6347e-036
0.111,7.5021e-036,-1.1018e-035
0.112,8.4319e-036,-1.2415e-035
0.113,9.457e-036,-1.4189e-035
0.114,1.0626e-035,-1.5983e-035
0.115,1.1914e-035,-1.8255e-035
0.116,1.3382e-035,-2.0556e-035
0.117,1.4999e-035,-2.3466e-035
0.118,1.6842e-035,-2.6415e-035
0.119,1.8872e-035,-3.0137e-035
0.12,2.1185e-035,-3.3914e-035
0.121,2.3732e-035,-3.8672e-035
0.122,2.6633e-035,-4.3505e-035
0.123,2.9826e-035,-4.9583e-035
0.124,3.3463e-035,-5.5762e-035
0.125,3.7465e-035,-6.3522e-035
0.126,4.2022e-035,-7.1417e-035
0.127,4.7034e-035,-8.1316e-035
0.128,5.2638e-035,-9.2553e-035
0.129,5.9019e-035,-1.0402e-034
0.13,6.6032e-035,-1.1834e-034
0.131,7.4019e-035,-1.3295e-034
0.132,8.2795e-035,-1.5119e-034
0.133,9.2788e-035,-1.6982e-034
0.134,1.0376e-034,-1.9303e-034
0.135,1.1626e-034,-2.1676e-034
0.136,1.2998e-034,-2.4629e-034
0.137,1.456e-034,-2.7649e-034
0.138,1.6275e-034,-3.1403e-034
0.139,1.8227e-034,-3.5245e-034
0.14,2.037e-034,-4.0015e-034
0.141,2.2808e-034,-4.49e-034
0.142,2.5483e-034,-5.0956e-034
0.143,2.8528e-034,-5.7164e-034
0.144,3.1867e-034,-6.485e-034
