6153	6601.5	8090.5	6915.5	5512.5	4898	3937.5	4010	4322.5	4274	3866	3523.5	3030	2548	1965	1449	1147	743	718.5	615.5	628.5	629	702	818.5	644.5	749.5	802.5	846.5	736	910.5	963.5	927	1215	1244.5	1122.5	1245.5	1461	1259.5	1406.5	1454	1473.5	1815	1619	1678	1448	1298	963.5	711	761	771	789.5	632.5	651.5	761.5	747	606.5	687	667	713	700	695.5	783.5	755	716.5	800	916.5	1051	1158.5	1466	1791.5	2172.5	2381.5	2670.5	2640.5	3239	3726.5	4780	5862	6364	5967	4959	3910	3154	2283.5	1951	1867.5	1815.5	1850.5	2319	2566.5	3279.5	3518	3309	2962	2332.5	1951.5	1480.5	1273.5	1053	967	1037.5	1048.5	1008.5	906.5	1053.5	1405	1650	2380.5	3392	4108.5	4429	4309	3748	3014.5	2235	1609	1335.5	1177.5	1186	885.5	1076.5	935.5	1001	1011	1017	1057.5	1159	1152	1456	1454.5	1275.5	1386.5	1191.5	952.5	974.5	850	829	871	920	797	980	1044	1197.5	1160	1313.5	1287.5	1431	1304.5	1462	1259	1048.5	1077	985	807	872	826	833.5	912	807.5	850	846	939	877	1072	1020.5	1280	1537	2023	2472.5	3330.5	3944.5	4371	4364	3977	3690	3590	3891	4358	4422	4363.5
6448.5	6926	7286	6435	5320.5	5444	4812	4470.5	4780.5	4714	4408	3979	3292.5	2764.5	2035.5	1489	990	740.5	663	471	628.5	552	547	664.5	584	641.5	762.5	817.5	647.5	778.5	885.5	837	941.5	877.5	1104.5	982	1164.5	1082.5	1209.5	1239	1198	1524	1466.5	1600.5	1268	1201.5	1087	778	687.5	663.5	715.5	602.5	637.5	731	633	663	584.5	608	651.5	766	770.5	790	669.5	795.5	905	1006	1387.5	1775.5	2150.5	2654.5	3113.5	3100.5	3314.5	3044.5	3708.5	4514.5	5663	7172.5	7758	8020.5	7060.5	5788	4632.5	3492.5	2892.5	2825	2431.5	2432.5	2526.5	2547.5	2881.5	2996.5	2687.5	2289.5	1869.5	1433.5	1226.5	1141	897.5	911.5	852.5	987	1047.5	1005	1199	1532.5	2200.5	3011	4212	4859.5	5265.5	5350.5	4459.5	3653	2584.5	1735.5	1402	1232	1140	1105.5	1163.5	1016.5	1141.5	1098.5	1050	1054	1124.5	1211	1372	1246.5	1178	1141.5	921	869	959.5	868.5	918	957.5	1067	1079	1218	1495.5	1665.5	1715.5	1922.5	1958	2347	2328.5	2376.5	2197	1905	1673.5	1363.5	1152.5	1062.5	967.5	1039	1131	917	901	850	1015.5	993.5	1004.5	1195	1447.5	1840	2205.5	3059.5	3980	4995.5	5758	5884.5	5415	4987	4628.5	4679.5	5026	5276.5	5451
8457	7949.5	6573.5	6472	6252.5	6037.5	5842	5541.5	5703.5	5524	5149.5	4412.5	3811	3074	2173	1555.5	1007.5	854.5	657	633	563.5	574.5	517.5	570	616.5	709	641.5	649	552	741	799.5	684	878	757	895.5	819	933.5	933	1154.5	1098.5	1132	1404	1462	1432	1183.5	1212	975.5	789.5	763.5	640.5	649	609.5	625	623.5	705.5	688	517	673	701.5	804	791.5	875.5	860	872.5	1105	1451	1968	2350	2929.5	3897	4472	4426	4236.5	3940.5	4057	5135.5	6655.5	8729	9601.5	9908	9074	8167.5	6869	5426	4537.5	4201.5	3774	3296	3073.5	2720.5	2707.5	2513	2061.5	1790.5	1428.5	1200	1074.5	1038.5	819	970.5	983.5	1169.5	1127	1373.5	1713.5	2035.5	2993.5	3721	5161	5825	6371	6192	4992	3849.5	2618.5	1885	1342.5	1196.5	1143.5	994	1179.5	1040.5	1166.5	1178	1129.5	1087	1057.5	1170.5	1164.5	1036.5	999	995.5	914	942	974	1001	1055	1171	1334	1357	1535	1790.5	2129	2240.5	2721.5	3082.5	3385.5	3529	3826.5	3457.5	3072	2622	2143	1844	1665.5	1571	1552.5	1396.5	1083.5	1122	897	1028	1136.5	1104.5	1256	1488.5	1894.5	2429.5	3401	4415	5824	6606	7060	6534	6024	5686	5574	6278.5	6446.5	6524
9332	9062	7543.5	7302	7021.5	7105.5	6919	6748.5	6780	6467	6077.5	5011.5	4332	3297	2414	1657	1129.5	829.5	625	567	578.5	627	538	463.5	611	628.5	754.5	601	604	622.5	728	629.5	820	774.5	789	707.5	807.5	844.5	1001.5	965	1126.5	1225.5	1431.5	1356.5	1186.5	1180.5	1050.5	887	955.5	751	685.5	603.5	641.5	676	678	688	581.5	811	834.5	854	873.5	928.5	958	1214.5	1673.5	2046	2581.5	3304.5	4292.5	4914	5603	5864.5	5348.5	5303	5452.5	6439	7747	9421	10690	11344	11018	10175	8935	7804.5	6646.5	5911.5	5145	4565	3808	2741.5	2558	2120.5	1630.5	1382.5	1076	1029.5	1012	879.5	810	913	1023	1395	1619	1933	2455.5	2954	3868.5	4743.5	6040	6848	6771.5	6725.5	5630	4136	2549	1827	1335.5	1155.5	1097	990	1108	989	1191.5	1225	1100.5	1116.5	1038	1011.5	1015	863.5	814	934.5	867	906.5	1030.5	988.5	1150.5	1339.5	1487.5	1625	1736	2145	2525.5	2770.5	3161	3659.5	4207.5	4673	5045.5	4964	4319	3772.5	3240.5	2828	2697.5	2652.5	2344.5	2033.5	1632	1391	1261	1323.5	1198.5	1229	1265.5	1610	1847.5	2478	3489	4635.5	5827	6719	7313.5	7600.5	7177.5	6795.5	6825	7373	7253.5	7419.5
9892.5	9607	8381	8214	7845	7720.5	7711.5	7410.5	7585	7538.5	6997.5	5625.5	4770	3646	2649	1758	1193	832	668	709	571.5	513	622	532.5	462.5	503.5	573.5	643.5	584.5	600.5	638.5	537.5	681.5	779	712.5	726	787	804	917	998.5	1137	1243	1305.5	1424	1429.5	1561.5	1417.5	1201.5	1037	858.5	654.5	614	707.5	674	659.5	662.5	777	872	860.5	996	917	1021	1158.5	1611	2019	2749.5	3719	4403.5	5199.5	5969	6724.5	6959	6762.5	6644	7364.5	8144	9539	11017	12338	12062	12016	11453	11037	9978.5	8582	7844.5	6600.5	5575.5	4548	3285.5	2536	1906.5	1414.5	1134	940.5	828.5	910	952	852	1093	1283	1767.5	2211.5	2838	3448	4118.5	5051.5	6103	6765	7223	7371.5	6891.5	5722	3917	2766.5	1795.5	1283.5	1095	1088	967	1048	879	1212	989.5	1002.5	1012.5	980	900	1051	817.5	947.5	881.5	814	835.5	932.5	1014.5	1163	1395.5	1594.5	1595.5	1782.5	2144	2331	2890.5	3424.5	3714	4690.5	5102.5	5726.5	5826.5	5546	4838.5	4356.5	4141	3841.5	3684.5	3350	2842	2196.5	1685	1487	1426	1365	1298.5	1261	1673	1849.5	2508.5	3252.5	4466	5457.5	6819	7363.5	8113.5	7841	7998.5	7993.5	8282.5	8020	8111.5
8845	9785.5	8581.5	8049	7427	7158	7266	7136.5	7692.5	7554.5	6963.5	6124.5	5149	3945	2873.5	1810.5	1088.5	939	605.5	582.5	580	619.5	515	668.5	483.5	576.5	611.5	584	569	641.5	651	569	680.5	717.5	744.5	561.5	715.5	724.5	804	882.5	1056	1282.5	1464	1598	1760.5	2187	2148.5	1888	1534.5	1196.5	918	706	768.5	767.5	805.5	828	745.5	943.5	1074	987.5	1124.5	1227.5	1547	1898	2567.5	3361	4292	4977.5	6047.5	6755	7420.5	7556.5	8306.5	8395.5	8834.5	9339	10857	11639	12719	12483	12239	12037	12352	11695	10485	9422.5	8161	6566	5339.5	3943	2965	2035	1497.5	1065	866	744.5	936	887.5	938.5	1175.5	1600.5	2272.5	3049	3715	4710.5	5556	6041	6801	7390	7266	7099.5	6276	5348.5	3813.5	2528	1550	1203	912	981	830.5	1102.5	974	1156	1038.5	1009	999.5	902.5	936	1002.5	806.5	824.5	866	788.5	854.5	968.5	955.5	1203.5	1271.5	1408	1514.5	1826.5	1863	2138	2601.5	2899	3572.5	4195.5	4689.5	5498.5	5724.5	5456	5063.5	4851	4777	4610.5	4459.5	3987	3429.5	2755	2114.5	1749.5	1712.5	1592.5	1563.5	1499.5	1580	1783	2445.5	3041.5	4160.5	5078.5	6264	7130.5	8124.5	8156.5	8465.5	8387	8301.5	7954	7335
8116.5	8418	7848.5	7404	6749.5	6542	6737.5	6477	7139	7470.5	7156.5	6182.5	5266.5	4136	2839	1824.5	1202	906.5	762	650	671.5	654	703	586	495	521	667	605	514	581	655.5	538.5	657.5	718.5	673.5	572	679	791.5	808	933	953.5	1300.5	1689.5	2190.5	2606.5	3288	3503	3113	2308.5	1634.5	1075	910.5	988	960	1083	1026	1116	1171	1282.5	1302.5	1292	1459	1848.5	2349.5	3107.5	3721.5	4659	5601.5	6684	6556.5	7787	8017.5	8419.5	9059	9837.5	10191	11034	11812	11410	11022	10947	11144	11970	12248	11978	10968	9766.5	8032	6461.5	4828.5	3526.5	2456	1684.5	1100.5	930.5	765	1016.5	919.5	998.5	1262	1969.5	2584	3822	4620.5	5830.5	6458.5	7059	7181.5	7390	6625	6333	5341.5	4316	3008	2123.5	1487.5	1252.5	773	924.5	886	906	899	1018	1023.5	998.5	923	968	896.5	1028.5	851.5	803.5	773.5	801.5	892	930.5	969	1163.5	1239	1340	1524.5	1751.5	1645.5	1956.5	2330	2706.5	3303	3650.5	4497.5	4931	5308.5	5255	4864.5	4728.5	4815.5	4753.5	4515	4068	3603	2675.5	2466.5	2041.5	2016.5	1841	1845.5	1628.5	1609.5	1778	2210	2812.5	3600.5	4589	5577	6571.5	7523	7813	8172.5	7903.5	7729	7180	6505.5
6363	6453.5	6373.5	5937	5532	5376	5930.5	6151.5	6363.5	6988.5	6497.5	5599.5	4880	3815.5	2584.5	1754.5	1182	862.5	866.5	718.5	752	722.5	578	620.5	500.5	621	588	550.5	544.5	684.5	635	527	602	683	603.5	581	681.5	772	939.5	1206	1107.5	1661	2042.5	2618.5	3662.5	4525.5	5066.5	4401	3360.5	2144.5	1425	1139.5	1329	1421	1498	1524	1636	1639.5	1689.5	1713	1717.5	1985	2268.5	2775.5	3482.5	4059.5	5429	5887.5	7207	7617.5	8142	8569.5	8551.5	9086.5	9233.5	9786	9453.5	9642	9569.5	9415.5	9553.5	9582.5	10814	11806	12433	12242	11307	9430.5	7777.5	5854.5	4217	3176.5	1995.5	1290	933.5	755	971.5	955.5	1040.5	1513	2317	3389	4666.5	5479.5	6408.5	6766	7236	7028.5	6934.5	6271	5333	4265	3199	2367	1685.5	1300	1107.5	745.5	911	909.5	966.5	844	946.5	1107	943.5	867	809	968	971.5	889.5	809.5	815	921	790	940	899	1031.5	1134.5	1215.5	1321.5	1548.5	1713.5	1738.5	2071	2251	2792	3510	3715	4156.5	4916.5	4479	4243.5	4140.5	4420.5	4242.5	3995.5	3525.5	3375.5	2637.5	2459.5	2379	2554	2573.5	2297.5	1851	1765.5	1714.5	1929.5	2641	3042	4109	5196	5786	6915	7186	7534.5	7058.5	6429.5	5810.5	5496
4287.5	4537	4973	4791	4947.5	4893.5	5246	5668	6139.5	6193	5654.5	5202.5	4209.5	2932.5	2162	1597	1301.5	1064	1004	4404	955	882	702.5	607	622	505.5	605	635	582.5	605	669	543	686.5	558	764.5	721	827	1032.5	1254	1456	1840.5	2197	2701	3638	4834.5	5816.5	6889	5699	4227.5	3005	1996	1647	1768	2020	2269.5	2252	2091	2126	2233.5	2242.5	2239	2552	2928.5	3357	4316	4814.5	5927	6403	7473	8599	8621.5	8183.5	8192	8538.5	7965.5	8659	8622	8225	8133	8089	8394.5	8939.5	10124	11390	12155	12601	12299	10951	8895	6983.5	5181.5	3891.5	2407	1455.5	1049	796	973.5	1032	1115	1918.5	2699	4190.5	5547	6238.5	7158	7040	6915.5	6223.5	5883	5168.5	4423	3323.5	2525.5	1805.5	1481.5	1052.5	955.5	831	883.5	932.5	885	934	962.5	1055	1049.5	932.5	968	950	999.5	908	871.5	828	889	856	845.5	824.5	1015.5	1098.5	1156.5	1320	1278.5	1324.5	1500.5	1997	2127	2273.5	2948.5	3053.5	3564.5	4111.5	3520.5	3698.5	3662.5	3815.5	3519.5	3584	3039	2784	2626.5	2592	2817	2863	3010	2819.5	2229.5	1923.5	1791.5	1705.5	2251	2675.5	3295.5	4276.5	4930	6254	6069	6315.5	5788.5	5445	4974.5	4376
3767	3575	3477.5	3343.5	3350	3492	4073.5	4378	4796.5	5184.5	4930.5	4137	3234	2354	1837.5	1598.5	1377.5	1230.5	1345.5	1338	1170	1020	763	704.5	504.5	632.5	532.5	611	525	567	618	615.5	583.5	712	764	934.5	1197	1399.5	1747.5	2313.5	2617.5	3258.5	3839	4894.5	5939.5	7271	8117	6800.5	5344.5	3474	2491.5	2294.5	2455	2563	2740	2870.5	2888	2789	3008.5	3040	3093	3279	3801	4497	5211.5	5752.5	6605.5	7197.5	7606.5	7707	8305.5	8197	7611	7212	7266	7276	7385.5	7262	7282	7252	7647.5	8507.5	9388.5	11109	12067	12923	12740	11611	9223.5	7782	6157.5	4811	3081.5	1953.5	1286	808.5	943.5	1137.5	1177	2083.5	3081	4804	6069.5	6925.5	7576.5	7075	6551	5678.5	5090.5	4167.5	3385	2557	2086	1492.5	1189.5	998.5	873.5	711	837	857.5	894	922	1035.5	999.5	1092	927	1032.5	1049	991	922	839.5	930	896	940.5	893	845	952.5	978.5	1057.5	1200	1110	1266	1179	1573.5	1863.5	2058	2346.5	2649	2895	3001	2965.5	3091.5	3109.5	3524.5	3170.5	2864	2648.5	2502	2559	2789	3086	3640.5	3823.5	3442	2723.5	2253	1785.5	1704.5	1868	2370.5	2931	3797.5	4069.5	5132.5	5046.5	5156	4660	4223	3978	3579
2708	2655.5	2517	2607.5	2585	2648	3332	3627	3969.5	4644.5	4356.5	3577.5	2996.5	2465.5	1970.5	1695	1648	1728	1809.5	1622.5	1486.5	1155	1017	654.5	544	572.5	606	614.5	516.5	478	520.5	560	763.5	751	940.5	1070	1541	2163.5	2894.5	3383.5	4028	4870	5530.5	6436.5	7592	9085	8884.5	7800	6066.5	4322	3280	2932	2953	3062	3063	3124	3085.5	2937	3171.5	3311.5	3362	3877	4383	4932.5	5712.5	6093.5	6666	6884	7296	7143	6924.5	6782.5	6338	5948	5989	6358	6774.5	6670	6380.5	6144.5	6220.5	6847	7952.5	10090	11526	13124	12492	11903	10386	9263	7228.5	5891	4149	2547	1584.5	901	1149	1198.5	1391.5	2416	3509	5164.5	6280	7153.5	7129.5	7085.5	5985	4616.5	3850	3132	2478.5	2040.5	1650	1237.5	1039	900	921	823.5	861	824	861.5	932	974	1113.5	963	862.5	956	958.5	1145	962.5	928.5	885	791	1011.5	885	834.5	835	945.5	1053	1073	1012.5	1119.5	1214.5	1277	1470.5	1777	1840	2143	2341	2655.5	2477.5	2515	2699.5	2742	2707	2370	2335.5	2362	2563	2840.5	3764.5	3978.5	4653.5	4187	3257	2647	1904.5	1803.5	1672	1963	2293	3013.5	3384.5	4024.5	3992	3806	3662	3244	3269	3251
2256	1938	1834	1969.5	2411.5	2351	2916.5	3094.5	3694	3669	3226	3170.5	2701.5	2545	2301	2155	2175	1945.5	2147	1936.5	1771.5	1292	1029	749	630.5	533	655.5	567	608.5	621	718	698	744	904.5	1210	1705	2328.5	3196	4016.5	4798.5	5636	6763	7473.5	8719.5	9433	10180	10043	8575	6482	5066	3964	3579.5	3299.5	3159.5	3252.5	2847	2784	2778.5	3044.5	3312	3807.5	3936.5	4327	4965.5	5856	5817.5	6246	6495.5	6606	6727	6237.5	5852.5	5049.5	5003	4887.5	5119.5	5982.5	6367	6397.5	6072	6026.5	5911.5	6789	8756	9639.5	11526	12095	12281	11221	9949	8627	6932.5	5272.5	3354	2030	1142.5	1173.5	1249.5	1704.5	2749.5	3758.5	5453	6451	7054	6998.5	6505.5	5076	3838.5	3046	2251.5	1665.5	1463	1195	1030.5	1026.5	805.5	745.5	808	851	751.5	831.5	1015	984.5	1023	981	847	967	903	1094.5	965	953	999.5	867	943	864.5	793	856	975	953.5	1012	933	1017.5	1000.5	1217.5	1386.5	1394.5	1567	1914.5	1908.5	2145.5	1863.5	2173	2441	2259	2136.5	1995	1948.5	2040.5	2515.5	2916.5	3930	4576	4842	4579	3808	2975.5	1982.5	1749.5	1656	1776	2008	2481.5	2912.5	3096	3111	3018.5	3423.5	2786.5	2729	3080
2770	1926.5	1754	1791.5	2074.5	2280	2757.5	3289	3737	3766.5	3430	3336	2936.5	2837.5	2721	2512	2582.5	2311.5	2390	2066.5	1668.5	1306.5	870.5	810.5	562	569	652	511	727.5	606	707.5	689	1059	1249.5	1644	2263.5	3218	4275	4903.5	6395	7397.5	8484	9454.5	10792	11297	11248	10512	8667	6676	5763	4805.5	4327.5	3963	3190	2824.5	2512.5	2339	2511	2564.5	2935.5	3127	3504	4077	4651.5	5200	5241.5	5355	5373.5	5164.5	5530	4893	4627.5	4163	4130	4108.5	4844.5	5652	6267	6726	5783	5247.5	5719	6151	7602	9024.5	9777.5	11029	11656	11632	10437	9674.5	7867.5	5892	3925	2438.5	1526.5	1376.5	1484.5	2019.5	3046.5	4178.5	5467.5	6172.5	6880	6744.5	5734.5	4328	3185.5	2287.5	1633.5	1398.5	1208.5	1155.5	970	958.5	785.5	865	768	822.5	768.5	924	898.5	1011	967.5	975	1026	910.5	883.5	937.5	944.5	956.5	942.5	853.5	900.5	932	853	852.5	1007	849	1074.5	960.5	988	992	1126	1166	1402.5	1376	1697	1599	2113	1992.5	2163	2270	2349.5	2179	2071.5	2056.5	2056.5	2399	2971.5	3463.5	4399	4823	4519	3753	2796	2149.5	1696	1445.5	1630	1894	2153.5	2375.5	2409.5	2358.5	2299.5	2215	2399.5	2472.5	2943.5
4275	2777	2117	2025.5	2531.5	2736	3025.5	3567.5	3962	3977	3923	3817	3553	3235	3207	2892	3257.5	2543	2343	1984.5	1321	1125.5	724.5	818	611.5	621.5	496.5	620	668.5	591.5	801.5	881.5	1251.5	1665	2162	2962	3608.5	4731.5	5836.5	6775	7703.5	9592	10486	11411	12258	11996	10487	8799.5	7365	10460	5563.5	4786	4064	3413	2714	2303	2121	2103.5	2283.5	2499	2717.5	2855.5	3431.5	3890	4280.5	4529	4485	4491.5	4346	4263.5	3712	3390.5	2992.5	3061.5	3642	4739.5	5846	7359.5	7110.5	5930.5	4770.5	4865	5850	7142	8589.5	9259	11119	10779	11028	10536	9574.5	8168.5	6360	4553.5	2867.5	1864.5	1714.5	1904	2415	3420.5	4468	5510.5	6281	6309	5633.5	4749	3524	2396.5	1823	1344.5	1049	1123	1040.5	901.5	921	805	772	813	882	837.5	994.5	1022	1087.5	1062	967.5	1099	976.5	971.5	1029	899.5	986	857.5	899.5	958	899	834.5	934	1000.5	941.5	946	1026.5	1041	1085.5	1177	1130.5	1338	1432.5	1674.5	1876	2307.5	2486	2832.5	2950	3071	2716	2586	2283	2164	2294.5	2656.5	3268	4079	4301.5	4203	3309	2632	1989	1601	1435.5	1546.5	1685.5	1939	2050.5	1895.5	1833	1770.5	1925.5	1976	2012	2604.5
7407.5	4463.5	3278.5	3019	3336	3530	3800.5	4127.5	4311.5	4254	4180.5	4112.5	3751.5	3550	3375.5	2931.5	2936.5	2762.5	2292.5	1941	1299.5	972	704.5	721	551.5	569	582.5	598.5	643.5	666	937.5	1105.5	1595	2098	2739.5	3411	4111.5	4608	5101.5	5904	7238.5	8703	9913.5	12114	12523	11848	10429	9061	7975.5	6835	5863	5160	3871	2971.5	2414	2153	1972	2027.5	2065	2061.5	2212	2398	2670	3051.5	3441.5	3300.5	3148	3418.5	3651	3725	3025.5	2768	2468	2726.5	3573	4982	6533.5	8303.5	7281	6874	5699.5	4984.5	6012.5	6999.5	8604.5	9825.5	11343	11086	10991	10169	9380.5	7981	6537.5	5044.5	3313	2405	2030	2291	3103.5	3734	4902	5467	5909	5671	4783.5	3937	2643	1942	1543.5	1080.5	1011	1016.5	936.5	937	822	955.5	754.5	846.5	1153	1157.5	1244	1335	1400	1385.5	1159.5	1115	1002.5	1039	1092.5	926.5	1016	898.5	947	1077.5	901	981.5	968.5	1028.5	1024.5	1129	1184.5	1250	1170	1201	1270	1588	1723	2177.5	2602.5	3012.5	4309	3881	4117.5	4236	3806	3537	2807.5	2559	2424	2383.5	2874.5	3483.5	3742.5	3448	2923	2242.5	1847.5	1565	1631	1498.5	1590.5	1712	1644.5	1558	1510	1503.5	1633	1779.5	1763.5	2272.5
10515	7027.5	4883	4396	4479	4701	4742	4721	4813.5	4628.5	4359.5	4268	3658	3392	3211.5	3006.5	2877	2655.5	2332.5	1616	1273.5	829.5	543.5	618	555	520	590	594	682.5	855.5	1191.5	1319	1731	2324.5	2875.5	3460	4115.5	4550.5	4696.5	5244.5	6056	7416.5	9077.5	11056	11840	11667	10250	9439.5	7985.5	7005.5	5950	4780	3609	2729.5	2045	1718	1557	1578	1620	1840.5	1852.5	2051	2338	2592.5	2995	2790.5	3092	3217.5	3095	3110.5	2518	2199.5	2071.5	2601.5	3538.5	5343.5	6878.5	9258	9446	8288	7005.5	6763.5	7240	8019.5	9252.5	10482	11462	11384	11412	9843	9049	7922.5	6571	5178	3745.5	2790	2601	2826.5	3421	4345	4959.5	5369	5388	4947	4066	3071.5	2211	1793	1326	947.5	904.5	967.5	959.5	883	970.5	954.5	915	1058.5	1496	1498.5	1901.5	2086	2153.5	2184.5	1949	1551	1527.5	1363	1410.5	1170	1192	1096	1004.5	1116	1123	1100.5	1133	1185	1125	1267	1377.5	1618	1617	1721	1703.5	2179.5	2270	2964	3435	3955.5	4605	5343.5	5669	6030	5345.5	4642.5	3679.5	2902.5	2505.5	2428	2605.5	2904.5	3237.5	2778	2370.5	1837	1603.5	1584	1576.5	1650	1572	1719.5	1534	1384	1299.5	1261	1432	1602	1570.5	1977.5
12646	8897.5	6640	5683.5	5731	5667.5	5217.5	4832	4391	4257	3863	3570	3239.5	3153.5	3021.5	2761.5	2666.5	2159	2038.5	1467.5	1259.5	718.5	493	528	580.5	651.5	650	652	913	886	1297.5	1610	2163.5	2531.5	3210.5	3624.5	3961.5	4264	4342	4717	5245	7159.5	8646	9761	10575	10324	9525.5	8973	7402	6911	5670	4353	3362.5	2610.5	1901	1499.5	1338	1294	1229	1502	1487	1669	1819	1950	2303	2369.5	2558	2714.5	2993	2961.5	2215	1975.5	1968	2480.5	3604	5956	7561.5	10006	10319	10441	9565.5	9148	9231	10128	10284	11226	11970	10972	10703	9870.5	9447	7846	6319	5085.5	3947.5	2996.5	3015.5	2957	3417.5	4334	4430.5	4705	4803	3960	3266	2594.5	1922	1645	1255	978.5	863	926	894	857	1023	1057	1233.5	1484.5	2112	2448.5	2864.5	3049	3374	3335.5	3103	2598	2214.5	2117.5	1868	1663	1556	1393.5	1380	1358	1476.5	1398.5	1529	1526.5	1527	1647	1890	2407	2287	2545.5	2773	3104.5	3302.5	3985.5	4548	5453.5	5864.5	6430.5	6978	7237.5	6511	5586	4357	3207	2493.5	2035.5	2513	2375	2429.5	2149.5	1817	1745.5	1612.5	1636	1827	2025.5	1951.5	1811.5	1651	1426	1138.5	1081.5	1222	1449.5	1482	1672.5
12505	10897	7374.5	6157.5	6542	5967	5083	4473	3888	3654	3051.5	2841	2746	2563.5	2591	2329.5	2250.5	2100	1787.5	1319	1075	780.5	428	535	601.5	637	656	651	1023	1101	1505.5	1845	2327	2783.5	3298.5	3704.5	3939	3788.5	3700.5	4233	4826	6287	7626	8293	9270	9318	9080.5	8119.5	7313.5	6394.5	4974	3989	3123	2239	1650.5	1380.5	1202	1185.5	1098	1195.5	1147.5	1256	1463.5	1634	1923	2118.5	2443	2872.5	3174.5	2888.5	2241.5	1992	1848	2502.5	3766.5	5856	7849	10306	11371	11734	12200	11523	11537	11291	11342	11674	11157	9937	9941.5	9217	8589.5	7608	6087.5	4932.5	3968	3272.5	3079.5	3122.5	3388.5	3709	4068.5	4187.5	3890.5	3497.5	3027.5	2507.5	2145	1828.5	1645	1260.5	1050	1070	1073.5	950.5	1056	1404.5	1612.5	2260	2773.5	3354	4236.5	4549.5	4893	4899.5	4604	3613.5	3441	3104	2690	2378	2151.5	1955	1966.5	2096.5	2159.5	2076	2352	2280.5	2383	2545	2664.5	3265.5	3367.5	3853.5	4054.5	4466	4845	5304.5	5667.5	6363	6727	7187	7409.5	7593	6713.5	5720	4324	3156	2496.5	1800.5	2008.5	2061.5	1964	1816	1521.5	1624.5	1791	2018.5	2290	2642	2475.5	2389.5	2012.5	1578.5	1158	1137	1238.5	1251.5	1241	1443.5
10914	8197	6606	5912.5	6204	5294	4535.5	3776.5	2995	2762.5	2347	2194	2161.5	2021	2097	1925	1939.5	1742.5	1507.5	1175.5	925.5	709.5	548	585	605	662	645.5	788.5	932.5	1164	1630.5	2118.5	2462.5	3141.5	3310	3717	3671.5	3377	2920.5	3461.5	3994	4885.5	6349.5	6997	7809	8028.5	8176	7327	6808.5	5455.5	4258	3369.5	2428.5	1919	1326	1145	966	937.5	936.5	1128	954	1123	1201.5	1311	1630.5	2071	2379	3226.5	3360.5	3137.5	2411	1925.5	1745.5	2480	3429	5726.5	7544	9489	11135	12494	12919	13054	12694	11651	11362	10732	9571.5	9188	8806.5	8823.5	8464	7455	5928	4778	3864.5	3171.5	3145	3357	2966	3280.5	3473.5	3522.5	3295	3258	2883.5	2726.5	2632	2418	2276	1815.5	1614	1459	1445.5	1267	1320	1696.5	2256	3046	3879.5	4735	5453.5	5634	5990.5	6206.5	6098	4824	4542	4174.5	3823	3264.5	3005.5	2866	2844	2990	3210	3265.5	3421	3644.5	3775.5	3823	3996	4629	4744	5412.5	5680.5	6166.5	6097	6504.5	6979	6710.5	7147	7306	7342	6885.5	6241	5312.5	3801	2838	2287.5	1772.5	1713.5	1668.5	1588	1622.5	1383	1565.5	1967.5	2531	2907	3382	3346	3053	2407.5	1828.5	1390.5	1094.5	1049	1104	1068.5	1267.5
9512.5	6243	5145.5	4999.5	5104.5	4268.5	3700.5	3082	2664.5	2356	2091	1822	1720	1687.5	1761	1513.5	1480.5	1400	1268.5	1097.5	891	644	465.5	583.5	704.5	610.5	665.5	796	1078	1281.5	1534	2185	2709.5	3016.5	3409.5	3550.5	3155.5	2893	2728.5	2892	3781.5	4308	5158.5	5957.5	6616	7178	6969.5	6067.5	5363.5	4134	3459.5	2587	1833	1588	1267	1118	927.5	724	758.5	958	831.5	908	1195.5	1258	1472	2083.5	2583.5	3400	3591.5	3373.5	2652.5	2050.5	1914.5	2342	3551.5	5109	7087.5	8755.5	9809.5	11513	11622	11491	11231	10711	10266	9068.5	8262.5	8354.5	8514	8786	8303	7427	6081	4911	3659	3345	3260	2942	2813.5	3131	2849	3050.5	3122	3057.5	2937.5	3176.5	3160	3135.5	2886	2695.5	2175	1983.5	1807.5	1739	1859.5	2288.5	2893	3914	5003	5838.5	6391.5	6629.5	6706.5	6748.5	6786	5456.5	5499.5	5204	4747.5	4161	3992	3964.5	3988	4221.5	4429.5	4665	4826.5	5213	5323	5405	5677	6187.5	6099	6671	6976	7032.5	7107.5	7163	6963.5	6868	7133.5	6838.5	6659.5	6282	5400	4448	3227.5	2488.5	1890.5	1560	1455	1308	1370.5	1505	1364	1772	2282.5	2744.5	3303	3872	3884.5	3499.5	2800	2009.5	1466	1127.5	1209.5	1035.5	1030	1185
